academic_unit_id,department_name,faculty,academic_term,term_label,academic_year,sch,sections,enrollment,distinct_instructors
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_may,Maymester 2023,2022-23,219.0,8,95,6
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_summer_1,Summer I 2023,2022-23,400.0,9,142,7
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_extended_summer,Extended Summer 2023,2022-23,0,0,0,0
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_summer_2,Summer II 2023,2022-23,48.0,2,16,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_fall,Fall 2023,2023-24,7018.0,182,3543,51
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_spring,Spring 2024,2023-24,6605.0,183,3309,49
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_may,Maymester 2024,2023-24,295.0,7,115,5
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_summer_1,Summer I 2024,2023-24,404.0,10,146,8
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_extended_summer,Extended Summer 2024,2023-24,60.0,3,25,3
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_summer_2,Summer II 2024,2023-24,137.0,4,47,4
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_fall,Fall 2024,2024-25,7196.0,177,3581,51
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_spring,Spring 2025,2024-25,7103.0,179,3498,50
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_may,Maymester 2025,2024-25,167.0,8,69,5
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_summer_1,Summer I 2025,2024-25,616.0,12,216,8
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_extended_summer,Extended Summer 2025,2024-25,67.0,4,27,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_summer_2,Summer II 2025,2024-25,202.0,3,68,3
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_fall,Fall 2025,2025-26,8265.0,192,4086,55
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_spring,Spring 2026,2025-26,7930.0,205,3921,56
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_may,Maymester 2026,2025-26,245.0,8,103,5
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_summer_1,Summer I 2026,2025-26,581.0,14,201,8
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_extended_summer,Extended Summer 2026,2025-26,22.0,1,11,1
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_summer_2,Summer II 2026,2025-26,151.0,5,58,5
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_fall,Fall 2026,2026-27,8190.0,185,4138,46
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2027_spring,Spring 2027,2026-27,0.0,160,0,41
academic_unit:department_communication_studies,Department of Communication Studies,13,2020_fall,Fall 2020,2020-21,2889.0,50,969,21
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_spring,Spring 2021,2020-21,3167.0,49,1063,19
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_may,Maymester 2021,2020-21,54.0,2,18,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_summer_1,Summer I 2021,2020-21,114.0,4,38,4
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_summer_2,Summer II 2021,2020-21,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_fall,Fall 2021,2021-22,2733.0,45,917,20
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_spring,Spring 2022,2021-22,2901.0,47,971,19
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_may,Maymester 2022,2021-22,39.0,1,13,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_summer_1,Summer I 2022,2021-22,36.0,1,12,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_extended_summer,Extended Summer 2022,2021-22,108.0,3,36,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_summer_2,Summer II 2022,2021-22,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_fall,Fall 2022,2022-23,2799.0,47,937,19
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_spring,Spring 2023,2022-23,2821.0,48,943,19
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_may,Maymester 2023,2022-23,21.0,1,7,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_summer_1,Summer I 2023,2022-23,69.0,2,23,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_extended_summer,Extended Summer 2023,2022-23,34.0,2,16,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_summer_2,Summer II 2023,2022-23,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_fall,Fall 2023,2023-24,2805.0,46,943,19
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_spring,Spring 2024,2023-24,2862.0,47,962,18
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_may,Maymester 2024,2023-24,12.0,1,4,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_summer_1,Summer I 2024,2023-24,93.0,3,31,3
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_extended_summer,Extended Summer 2024,2023-24,35.0,2,17,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_summer_2,Summer II 2024,2023-24,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_fall,Fall 2024,2024-25,2556.0,45,858,18
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_spring,Spring 2025,2024-25,2756.0,52,936,20
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_may,Maymester 2025,2024-25,106.0,4,36,4
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_summer_1,Summer I 2025,2024-25,83.0,3,39,3
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_extended_summer,Extended Summer 2025,2024-25,30.0,2,16,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_summer_2,Summer II 2025,2024-25,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_fall,Fall 2025,2025-26,2465.0,47,829,19
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_spring,Spring 2026,2025-26,2964.0,52,992,20
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_may,Maymester 2026,2025-26,54.0,2,18,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_summer_1,Summer I 2026,2025-26,108.0,3,36,3
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_extended_summer,Extended Summer 2026,2025-26,90.0,2,30,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_summer_2,Summer II 2026,2025-26,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_fall,Fall 2026,2026-27,2420.0,49,826,18
academic_unit:department_communication_studies,Department of Communication Studies,13,2027_spring,Spring 2027,2026-27,0.0,45,0,14
academic_unit:department_economics,Department of Economics,9,2020_fall,Fall 2020,2020-21,2851.0,33,951,13
academic_unit:department_economics,Department of Economics,9,2021_spring,Spring 2021,2020-21,2588.0,30,864,12
academic_unit:department_economics,Department of Economics,9,2021_may,Maymester 2021,2020-21,135.0,3,45,2
academic_unit:department_economics,Department of Economics,9,2021_summer_1,Summer I 2021,2020-21,39.0,1,13,1
academic_unit:department_economics,Department of Economics,9,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2021_summer_2,Summer II 2021,2020-21,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2021_fall,Fall 2021,2021-22,2724.0,33,908,13
academic_unit:department_economics,Department of Economics,9,2022_spring,Spring 2022,2021-22,2364.0,29,788,13
academic_unit:department_economics,Department of Economics,9,2022_may,Maymester 2022,2021-22,159.0,3,53,3
academic_unit:department_economics,Department of Economics,9,2022_summer_1,Summer I 2022,2021-22,48.0,1,16,1
academic_unit:department_economics,Department of Economics,9,2022_extended_summer,Extended Summer 2022,2021-22,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2022_summer_2,Summer II 2022,2021-22,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2022_fall,Fall 2022,2022-23,2760.0,30,920,11
academic_unit:department_economics,Department of Economics,9,2023_spring,Spring 2023,2022-23,2559.0,26,853,12
academic_unit:department_economics,Department of Economics,9,2023_may,Maymester 2023,2022-23,174.0,3,58,3
academic_unit:department_economics,Department of Economics,9,2023_summer_1,Summer I 2023,2022-23,60.0,1,20,1
academic_unit:department_economics,Department of Economics,9,2023_extended_summer,Extended Summer 2023,2022-23,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2023_summer_2,Summer II 2023,2022-23,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2023_fall,Fall 2023,2023-24,2698.0,30,900,12
academic_unit:department_economics,Department of Economics,9,2024_spring,Spring 2024,2023-24,2464.0,32,822,11
academic_unit:department_economics,Department of Economics,9,2024_may,Maymester 2024,2023-24,129.0,2,43,2
academic_unit:department_economics,Department of Economics,9,2024_summer_1,Summer I 2024,2023-24,48.0,1,16,1
academic_unit:department_economics,Department of Economics,9,2024_extended_summer,Extended Summer 2024,2023-24,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2024_summer_2,Summer II 2024,2023-24,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2024_fall,Fall 2024,2024-25,2310.0,27,770,12
academic_unit:department_economics,Department of Economics,9,2025_spring,Spring 2025,2024-25,2286.0,29,762,13
academic_unit:department_economics,Department of Economics,9,2025_may,Maymester 2025,2024-25,210.0,3,70,3
academic_unit:department_economics,Department of Economics,9,2025_summer_1,Summer I 2025,2024-25,153.0,2,51,2
academic_unit:department_economics,Department of Economics,9,2025_extended_summer,Extended Summer 2025,2024-25,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2025_summer_2,Summer II 2025,2024-25,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2025_fall,Fall 2025,2025-26,2374.0,28,792,14
academic_unit:department_economics,Department of Economics,9,2026_spring,Spring 2026,2025-26,2058.0,33,686,12
academic_unit:department_economics,Department of Economics,9,2026_may,Maymester 2026,2025-26,174.0,3,58,3
academic_unit:department_economics,Department of Economics,9,2026_summer_1,Summer I 2026,2025-26,63.0,1,21,1
academic_unit:department_economics,Department of Economics,9,2026_extended_summer,Extended Summer 2026,2025-26,51.0,2,17,1
academic_unit:department_economics,Department of Economics,9,2026_summer_2,Summer II 2026,2025-26,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2026_fall,Fall 2026,2026-27,2394.0,33,798,13
academic_unit:department_economics,Department of Economics,9,2027_spring,Spring 2027,2026-27,0.0,29,0,9
academic_unit:department_english,Department of English,21,2020_fall,Fall 2020,2020-21,4794.0,111,2225,34
academic_unit:department_english,Department of English,21,2021_spring,Spring 2021,2020-21,4190.0,103,2091,28
academic_unit:department_english,Department of English,21,2021_may,Maymester 2021,2020-21,210.0,6,70,6
academic_unit:department_english,Department of English,21,2021_summer_1,Summer I 2021,2020-21,43.0,4,15,3
academic_unit:department_english,Department of English,21,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_english,Department of English,21,2021_summer_2,Summer II 2021,2020-21,30.0,1,15,1
academic_unit:department_english,Department of English,21,2021_fall,Fall 2021,2021-22,4228.0,103,1968,34
academic_unit:department_english,Department of English,21,2022_spring,Spring 2022,2021-22,3683.0,94,1841,29
academic_unit:department_english,Department of English,21,2022_may,Maymester 2022,2021-22,243.0,6,82,6
academic_unit:department_english,Department of English,21,2022_summer_1,Summer I 2022,2021-22,6.0,1,2,1
academic_unit:department_english,Department of English,21,2022_extended_summer,Extended Summer 2022,2021-22,15.0,1,15,1
academic_unit:department_english,Department of English,21,2022_summer_2,Summer II 2022,2021-22,0,0,0,0
academic_unit:department_english,Department of English,21,2022_fall,Fall 2022,2022-23,3793.0,94,1877,30
academic_unit:department_english,Department of English,21,2023_spring,Spring 2023,2022-23,3530.0,89,1711,26
academic_unit:department_english,Department of English,21,2023_may,Maymester 2023,2022-23,318.0,7,106,7
academic_unit:department_english,Department of English,21,2023_summer_1,Summer I 2023,2022-23,48.0,2,16,2
academic_unit:department_english,Department of English,21,2023_extended_summer,Extended Summer 2023,2022-23,29.0,3,13,2
academic_unit:department_english,Department of English,21,2023_summer_2,Summer II 2023,2022-23,18.0,1,9,1
academic_unit:department_english,Department of English,21,2023_fall,Fall 2023,2023-24,3930.0,99,1892,33
academic_unit:department_english,Department of English,21,2024_spring,Spring 2024,2023-24,4148.0,92,1866,26
academic_unit:department_english,Department of English,21,2024_may,Maymester 2024,2023-24,270.0,7,90,7
academic_unit:department_english,Department of English,21,2024_summer_1,Summer I 2024,2023-24,117.0,3,39,3
academic_unit:department_english,Department of English,21,2024_extended_summer,Extended Summer 2024,2023-24,0,0,0,0
academic_unit:department_english,Department of English,21,2024_summer_2,Summer II 2024,2023-24,14.0,1,7,1
academic_unit:department_english,Department of English,21,2024_fall,Fall 2024,2024-25,4178.0,92,1918,29
academic_unit:department_english,Department of English,21,2025_spring,Spring 2025,2024-25,3823.0,97,1746,27
academic_unit:department_english,Department of English,21,2025_may,Maymester 2025,2024-25,261.0,6,87,6
academic_unit:department_english,Department of English,21,2025_summer_1,Summer I 2025,2024-25,69.0,2,23,2
academic_unit:department_english,Department of English,21,2025_extended_summer,Extended Summer 2025,2024-25,60.0,4,22,2
academic_unit:department_english,Department of English,21,2025_summer_2,Summer II 2025,2024-25,28.0,1,14,1
academic_unit:department_english,Department of English,21,2025_fall,Fall 2025,2025-26,4286.0,97,1982,33
academic_unit:department_english,Department of English,21,2026_spring,Spring 2026,2025-26,3827.0,92,1729,28
academic_unit:department_english,Department of English,21,2026_may,Maymester 2026,2025-26,241.0,7,81,6
academic_unit:department_english,Department of English,21,2026_summer_1,Summer I 2026,2025-26,150.0,4,50,4
academic_unit:department_english,Department of English,21,2026_extended_summer,Extended Summer 2026,2025-26,9.0,2,5,1
academic_unit:department_english,Department of English,21,2026_summer_2,Summer II 2026,2025-26,16.0,1,8,1
academic_unit:department_english,Department of English,21,2026_fall,Fall 2026,2026-27,3926.0,90,1719,27
academic_unit:department_english,Department of English,21,2027_spring,Spring 2027,2026-27,0.0,83,0,22
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2020_fall,Fall 2020,2020-21,1777.0,34,593,14
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_spring,Spring 2021,2020-21,1598.0,32,536,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_may,Maymester 2021,2020-21,75.0,3,25,3
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_summer_1,Summer I 2021,2020-21,57.0,2,19,2
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_summer_2,Summer II 2021,2020-21,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_fall,Fall 2021,2021-22,1785.0,30,595,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_spring,Spring 2022,2021-22,1406.0,36,472,14
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_may,Maymester 2022,2021-22,102.0,3,34,3
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_summer_1,Summer I 2022,2021-22,30.0,2,10,2
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_extended_summer,Extended Summer 2022,2021-22,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_summer_2,Summer II 2022,2021-22,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_fall,Fall 2022,2022-23,1583.0,34,537,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_spring,Spring 2023,2022-23,1656.0,40,576,15
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_may,Maymester 2023,2022-23,45.0,2,15,2
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_summer_1,Summer I 2023,2022-23,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_extended_summer,Extended Summer 2023,2022-23,16.0,1,16,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_summer_2,Summer II 2023,2022-23,3.0,1,1,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_fall,Fall 2023,2023-24,1926.0,37,642,16
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_spring,Spring 2024,2023-24,1584.0,41,540,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_may,Maymester 2024,2023-24,63.0,3,21,3
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_summer_1,Summer I 2024,2023-24,12.0,1,4,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_extended_summer,Extended Summer 2024,2023-24,9.0,1,9,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_summer_2,Summer II 2024,2023-24,1.0,1,1,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_fall,Fall 2024,2024-25,1827.0,37,613,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_spring,Spring 2025,2024-25,1535.0,38,525,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_may,Maymester 2025,2024-25,40.0,4,14,3
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_summer_1,Summer I 2025,2024-25,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_extended_summer,Extended Summer 2025,2024-25,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_summer_2,Summer II 2025,2024-25,1.0,1,1,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_fall,Fall 2025,2025-26,1783.0,33,597,16
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_spring,Spring 2026,2025-26,1620.0,38,546,16
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_may,Maymester 2026,2025-26,15.0,1,5,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_summer_1,Summer I 2026,2025-26,4.0,2,2,2
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_extended_summer,Extended Summer 2026,2025-26,12.0,1,4,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_summer_2,Summer II 2026,2025-26,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_fall,Fall 2026,2026-27,1708.0,28,570,12
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2027_spring,Spring 2027,2026-27,0.0,30,0,10
academic_unit:department_history,Department of History,16,2020_fall,Fall 2020,2020-21,3219.0,53,1073,20
academic_unit:department_history,Department of History,16,2021_spring,Spring 2021,2020-21,2945.0,57,977,22
academic_unit:department_history,Department of History,16,2021_may,Maymester 2021,2020-21,15.0,1,5,1
academic_unit:department_history,Department of History,16,2021_summer_1,Summer I 2021,2020-21,49.0,4,17,4
academic_unit:department_history,Department of History,16,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_history,Department of History,16,2021_summer_2,Summer II 2021,2020-21,0,0,0,0
academic_unit:department_history,Department of History,16,2021_fall,Fall 2021,2021-22,2966.0,58,992,22
academic_unit:department_history,Department of History,16,2022_spring,Spring 2022,2021-22,2846.0,59,943,22
academic_unit:department_history,Department of History,16,2022_may,Maymester 2022,2021-22,45.0,1,15,1
academic_unit:department_history,Department of History,16,2022_summer_1,Summer I 2022,2021-22,30.0,1,10,1
academic_unit:department_history,Department of History,16,2022_extended_summer,Extended Summer 2022,2021-22,69.0,2,23,2
academic_unit:department_history,Department of History,16,2022_summer_2,Summer II 2022,2021-22,2.0,2,2,2
