academic_unit_id,department_name,faculty,academic_year,sch,sections,enrollment,distinct_instructors,sch_per_faculty
academic_unit:department_english,Department of English,21,2024-25,8419.0,202,3810,31,400.904762
academic_unit:department_english,Department of English,21,2025-26,8529.0,203,3855,34,406.142857
academic_unit:department_english,Department of English,21,2026-27,3926.0,173,1719,31,186.952381
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2020-21,3507.0,71,1173,16,501.0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021-22,3323.0,71,1111,15,474.714286
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022-23,3303.0,78,1145,17,471.857143
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023-24,3595.0,84,1217,18,513.571429
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024-25,3403.0,80,1153,16,486.142857
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025-26,3434.0,75,1154,20,490.571429
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026-27,1708.0,58,570,15,244.0
academic_unit:department_history,Department of History,16,2020-21,6228.0,115,2072,23,389.25
academic_unit:department_history,Department of History,16,2021-22,5958.0,123,1985,23,372.375
academic_unit:department_history,Department of History,16,2022-23,5529.0,122,1844,26,345.5625
academic_unit:department_history,Department of History,16,2023-24,5465.0,108,1820,23,341.5625
academic_unit:department_history,Department of History,16,2024-25,5480.0,100,1832,21,342.5
academic_unit:department_history,Department of History,16,2025-26,5954.0,106,1982,19,372.125
academic_unit:department_history,Department of History,16,2026-27,2463.0,94,821,17,153.9375
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2020-21,8125.0,138,2711,30,625.0
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2021-22,7615.0,129,2563,25,585.769231
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2022-23,8287.0,141,2773,28,637.461538
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2023-24,7630.0,125,2552,25,586.923077
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2024-25,7752.0,123,2606,27,596.307692
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2025-26,7137.0,110,2387,29,549.0
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2026-27,3270.0,94,1090,18,251.538462
academic_unit:department_management_marketing,Department of Management and Marketing,9,2020-21,3454.0,53,1156,12,383.777778
academic_unit:department_management_marketing,Department of Management and Marketing,9,2021-22,3362.0,59,1134,14,373.555556
academic_unit:department_management_marketing,Department of Management and Marketing,9,2022-23,2614.0,49,884,12,290.444444
academic_unit:department_management_marketing,Department of Management and Marketing,9,2023-24,2613.0,60,891,12,290.333333
academic_unit:department_management_marketing,Department of Management and Marketing,9,2024-25,4077.0,61,1381,12,453.0
academic_unit:department_management_marketing,Department of Management and Marketing,9,2025-26,4002.0,60,1362,9,444.666667
academic_unit:department_management_marketing,Department of Management and Marketing,9,2026-27,2242.0,52,748,9,249.111111
academic_unit:department_mathematics,Department of Mathematics,16,2020-21,9902.0,146,3217,24,618.875
academic_unit:department_mathematics,Department of Mathematics,16,2021-22,8825.0,140,2908,22,551.5625
academic_unit:department_mathematics,Department of Mathematics,16,2022-23,9605.0,141,3143,22,600.3125
academic_unit:department_mathematics,Department of Mathematics,16,2023-24,9767.0,131,3184,20,610.4375
academic_unit:department_mathematics,Department of Mathematics,16,2024-25,9041.0,124,2951,20,565.0625
academic_unit:department_mathematics,Department of Mathematics,16,2025-26,8514.0,121,2835,19,532.125
academic_unit:department_mathematics,Department of Mathematics,16,2026-27,4423.0,102,1483,16,276.4375
academic_unit:department_military_science,Military Science,4,2020-21,489.0,21,279,7,122.25
academic_unit:department_military_science,Military Science,4,2021-22,440.0,17,256,4,110.0
academic_unit:department_military_science,Military Science,4,2022-23,499.0,20,288,4,124.75
academic_unit:department_military_science,Military Science,4,2023-24,478.0,21,270,3,119.5
academic_unit:department_military_science,Military Science,4,2024-25,520.0,24,297,5,130.0
academic_unit:department_military_science,Military Science,4,2025-26,446.0,29,257,5,111.5
academic_unit:department_military_science,Military Science,4,2026-27,208.0,20,112,4,52.0
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2020-21,8350.0,187,2818,36,521.875
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2021-22,7654.0,182,2576,33,478.375
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2022-23,7475.0,171,2493,31,467.1875
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2023-24,7649.0,163,2550,32,478.0625
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2024-25,7844.0,158,2616,32,490.25
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2025-26,7448.0,154,2488,33,465.5
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2026-27,3927.0,105,1309,28,245.4375
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2020-21,5007.0,338,2985,54,227.590909
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2021-22,4744.0,341,2968,52,215.636364
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2022-23,4613.0,317,2833,56,209.681818
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2023-24,4383.0,315,2729,49,199.227273
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2024-25,4338.0,298,2623,44,197.181818
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2025-26,4449.0,277,2644,52,202.227273
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2026-27,2347.0,185,1298,45,106.681818
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2020-21,6471.0,120,2159,22,497.769231
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2021-22,5545.0,107,1851,23,426.538462
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2022-23,5873.0,116,1961,25,451.769231
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2023-24,6314.0,108,2110,22,485.692308
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2024-25,6174.0,105,2064,20,474.923077
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2025-26,6296.0,99,2100,20,484.307692
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2026-27,3112.0,73,1038,15,239.384615
academic_unit:department_political_science,Department of Political Science,11,2020-21,5083.0,86,1705,20,462.090909
academic_unit:department_political_science,Department of Political Science,11,2021-22,4593.0,79,1531,21,417.545455
academic_unit:department_political_science,Department of Political Science,11,2022-23,4242.0,76,1414,19,385.636364
academic_unit:department_political_science,Department of Political Science,11,2023-24,4021.0,71,1341,17,365.545455
academic_unit:department_political_science,Department of Political Science,11,2024-25,4153.0,72,1385,17,377.545455
academic_unit:department_political_science,Department of Political Science,11,2025-26,4444.0,71,1482,15,404.0
academic_unit:department_political_science,Department of Political Science,11,2026-27,2118.0,33,706,10,192.545455
academic_unit:department_psychology,Department of Psychology,19,2020-21,11683.0,161,4279,29,614.894737
academic_unit:department_psychology,Department of Psychology,19,2021-22,11228.0,174,4124,30,590.947368
academic_unit:department_psychology,Department of Psychology,19,2022-23,10655.0,169,3953,28,560.789474
academic_unit:department_psychology,Department of Psychology,19,2023-24,10178.0,160,3776,31,535.684211
academic_unit:department_psychology,Department of Psychology,19,2024-25,9717.0,150,3561,26,511.421053
academic_unit:department_psychology,Department of Psychology,19,2025-26,9244.0,165,3382,29,486.526316
academic_unit:department_psychology,Department of Psychology,19,2026-27,4367.0,73,1597,23,229.842105
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2020-21,6415.0,130,2154,24,377.352941
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2021-22,6684.0,143,2257,29,393.176471
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2022-23,6510.0,141,2255,30,382.941176
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2023-24,6916.0,136,2376,33,406.823529
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2024-25,7460.0,147,2544,32,438.823529
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2025-26,8212.0,152,2818,32,483.058824
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2026-27,4332.0,98,1450,24,254.823529
academic_unit:sec,School of Engineering and Computing,27,2020-21,14598.0,267,5883,40,540.666667
academic_unit:sec,School of Engineering and Computing,27,2021-22,13872.0,276,5687,43,513.777778
academic_unit:sec,School of Engineering and Computing,27,2022-23,14571.0,278,5959,44,539.666667
academic_unit:sec,School of Engineering and Computing,27,2023-24,13336.0,256,5417,41,493.925926
academic_unit:sec,School of Engineering and Computing,27,2024-25,13406.0,240,5421,40,496.518519
academic_unit:sec,School of Engineering and Computing,27,2025-26,14119.0,252,5708,40,522.925926
academic_unit:sec,School of Engineering and Computing,27,2026-27,6259.0,234,2509,35,231.814815
