academic_unit_id,department_name,faculty,academic_term,term_label,academic_year,sch,sections,enrollment,distinct_instructors
academic_unit:department_english,Department of English,21,2023_fall,Fall 2023,2023-24,3807.0,77,1271,32
academic_unit:department_english,Department of English,21,2024_fall,Fall 2024,2024-25,4031.0,72,1347,28
academic_unit:department_english,Department of English,21,2025_fall,Fall 2025,2025-26,4119.0,76,1373,32
academic_unit:department_english,Department of English,21,2026_fall,Fall 2026,2026-27,3688.0,67,1230,26
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2020_fall,Fall 2020,2020-21,1678.0,32,560,14
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_fall,Fall 2021,2021-22,1740.0,29,580,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_fall,Fall 2022,2022-23,1583.0,34,537,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_fall,Fall 2023,2023-24,1878.0,36,626,15
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_fall,Fall 2024,2024-25,1827.0,37,613,13
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_fall,Fall 2025,2025-26,1783.0,33,597,16
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_fall,Fall 2026,2026-27,1708.0,28,570,12
academic_unit:department_history,Department of History,16,2020_fall,Fall 2020,2020-21,3219.0,53,1073,20
academic_unit:department_history,Department of History,16,2021_fall,Fall 2021,2021-22,2966.0,58,992,22
academic_unit:department_history,Department of History,16,2022_fall,Fall 2022,2022-23,2670.0,54,892,22
academic_unit:department_history,Department of History,16,2023_fall,Fall 2023,2023-24,2646.0,48,882,20
academic_unit:department_history,Department of History,16,2024_fall,Fall 2024,2024-25,2766.0,45,922,17
academic_unit:department_history,Department of History,16,2025_fall,Fall 2025,2025-26,2737.0,44,913,16
academic_unit:department_history,Department of History,16,2026_fall,Fall 2026,2026-27,2463.0,42,821,13
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2020_fall,Fall 2020,2020-21,4072.0,68,1358,30
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2021_fall,Fall 2021,2021-22,3726.0,63,1244,24
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2022_fall,Fall 2022,2022-23,4322.0,68,1442,27
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2023_fall,Fall 2023,2023-24,3848.0,59,1284,23
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2024_fall,Fall 2024,2024-25,3783.0,57,1263,25
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2025_fall,Fall 2025,2025-26,3344.0,49,1116,22
academic_unit:department_leadership_american_studies,Department of Leadership and American Studies,13,2026_fall,Fall 2026,2026-27,3213.0,49,1071,17
academic_unit:department_management_marketing,Department of Management and Marketing,9,2020_fall,Fall 2020,2020-21,634.0,11,212,5
academic_unit:department_management_marketing,Department of Management and Marketing,9,2021_fall,Fall 2021,2021-22,938.0,13,314,6
academic_unit:department_management_marketing,Department of Management and Marketing,9,2022_fall,Fall 2022,2022-23,745.0,13,249,7
academic_unit:department_management_marketing,Department of Management and Marketing,9,2023_fall,Fall 2023,2023-24,548.0,16,184,7
academic_unit:department_management_marketing,Department of Management and Marketing,9,2024_fall,Fall 2024,2024-25,637.0,12,213,6
academic_unit:department_management_marketing,Department of Management and Marketing,9,2025_fall,Fall 2025,2025-26,726.0,15,244,6
academic_unit:department_management_marketing,Department of Management and Marketing,9,2026_fall,Fall 2026,2026-27,799.0,11,267,6
academic_unit:department_mathematics,Department of Mathematics,16,2020_fall,Fall 2020,2020-21,5397.0,67,1748,22
academic_unit:department_mathematics,Department of Mathematics,16,2021_fall,Fall 2021,2021-22,4686.0,64,1549,22
academic_unit:department_mathematics,Department of Mathematics,16,2022_fall,Fall 2022,2022-23,5233.0,68,1717,20
academic_unit:department_mathematics,Department of Mathematics,16,2023_fall,Fall 2023,2023-24,5250.0,61,1713,20
academic_unit:department_mathematics,Department of Mathematics,16,2024_fall,Fall 2024,2024-25,4538.0,57,1487,18
academic_unit:department_mathematics,Department of Mathematics,16,2025_fall,Fall 2025,2025-26,4298.0,56,1429,19
academic_unit:department_mathematics,Department of Mathematics,16,2026_fall,Fall 2026,2026-27,4396.0,53,1474,15
academic_unit:department_military_science,Military Science,4,2020_fall,Fall 2020,2020-21,248.0,11,143,5
academic_unit:department_military_science,Military Science,4,2021_fall,Fall 2021,2021-22,221.0,8,128,4
academic_unit:department_military_science,Military Science,4,2022_fall,Fall 2022,2022-23,246.0,9,142,4
academic_unit:department_military_science,Military Science,4,2023_fall,Fall 2023,2023-24,245.0,8,139,3
academic_unit:department_military_science,Military Science,4,2024_fall,Fall 2024,2024-25,279.0,12,159,5
academic_unit:department_military_science,Military Science,4,2025_fall,Fall 2025,2025-26,248.0,16,143,5
academic_unit:department_military_science,Military Science,4,2026_fall,Fall 2026,2026-27,208.0,12,112,4
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2020_fall,Fall 2020,2020-21,4215.0,94,1423,35
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2021_fall,Fall 2021,2021-22,3713.0,87,1253,33
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2022_fall,Fall 2022,2022-23,3773.0,84,1259,30
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2023_fall,Fall 2023,2023-24,3725.0,80,1243,30
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2024_fall,Fall 2024,2024-25,4068.0,75,1356,28
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2025_fall,Fall 2025,2025-26,3940.0,78,1318,30
academic_unit:department_modern_classical_languages_literatures,Department of Modern and Classical Languages and Literatures,16,2026_fall,Fall 2026,2026-27,3855.0,71,1285,26
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2020_fall,Fall 2020,2020-21,2567.0,167,1485,48
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2021_fall,Fall 2021,2021-22,2338.0,167,1413,48
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2022_fall,Fall 2022,2022-23,2270.0,158,1366,49
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2023_fall,Fall 2023,2023-24,2324.0,151,1391,45
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2024_fall,Fall 2024,2024-25,2167.0,151,1320,40
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2025_fall,Fall 2025,2025-26,2259.0,138,1310,46
academic_unit:department_music_theatre_dance,"Department of Music, Theatre, and Dance",22,2026_fall,Fall 2026,2026-27,2272.0,128,1273,41
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2020_fall,Fall 2020,2020-21,2971.0,51,991,21
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2021_fall,Fall 2021,2021-22,2638.0,47,882,19
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2022_fall,Fall 2022,2022-23,2627.0,49,877,20
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2023_fall,Fall 2023,2023-24,3042.0,48,1016,21
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2024_fall,Fall 2024,2024-25,2901.0,43,969,19
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2025_fall,Fall 2025,2025-26,3002.0,41,1002,18
academic_unit:department_philosophy_religion,Department of Philosophy and Religion,13,2026_fall,Fall 2026,2026-27,2947.0,46,983,15
academic_unit:department_political_science,Department of Political Science,11,2020_fall,Fall 2020,2020-21,2489.0,43,835,19
academic_unit:department_political_science,Department of Political Science,11,2021_fall,Fall 2021,2021-22,2340.0,41,780,21
academic_unit:department_political_science,Department of Political Science,11,2022_fall,Fall 2022,2022-23,2094.0,35,698,16
academic_unit:department_political_science,Department of Political Science,11,2023_fall,Fall 2023,2023-24,1923.0,34,641,16
academic_unit:department_political_science,Department of Political Science,11,2024_fall,Fall 2024,2024-25,2001.0,33,667,16
academic_unit:department_political_science,Department of Political Science,11,2025_fall,Fall 2025,2025-26,2064.0,32,688,15
academic_unit:department_political_science,Department of Political Science,11,2026_fall,Fall 2026,2026-27,2118.0,32,706,10
academic_unit:department_psychology,Department of Psychology,19,2020_fall,Fall 2020,2020-21,5743.0,68,2089,27
academic_unit:department_psychology,Department of Psychology,19,2021_fall,Fall 2021,2021-22,5339.0,73,1947,28
academic_unit:department_psychology,Department of Psychology,19,2022_fall,Fall 2022,2022-23,5229.0,70,1919,27
academic_unit:department_psychology,Department of Psychology,19,2023_fall,Fall 2023,2023-24,4888.0,63,1802,26
academic_unit:department_psychology,Department of Psychology,19,2024_fall,Fall 2024,2024-25,4694.0,61,1712,24
academic_unit:department_psychology,Department of Psychology,19,2025_fall,Fall 2025,2025-26,4381.0,67,1589,28
academic_unit:department_psychology,Department of Psychology,19,2026_fall,Fall 2026,2026-27,4134.0,60,1510,22
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2020_fall,Fall 2020,2020-21,3118.0,55,1049,20
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2021_fall,Fall 2021,2021-22,2825.0,59,964,23
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2022_fall,Fall 2022,2022-23,3037.0,59,1041,23
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2023_fall,Fall 2023,2023-24,3243.0,60,1099,24
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2024_fall,Fall 2024,2024-25,3672.0,60,1254,23
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2025_fall,Fall 2025,2025-26,4022.0,62,1375,23
academic_unit:department_sociology_social_work_anthropology,"Department of Sociology, Social Work and Anthropology",17,2026_fall,Fall 2026,2026-27,4032.0,62,1350,23
academic_unit:sec,School of Engineering and Computing,27,2020_fall,Fall 2020,2020-21,7537.0,128,3015,39
academic_unit:sec,School of Engineering and Computing,27,2021_fall,Fall 2021,2021-22,7336.0,131,2954,40
academic_unit:sec,School of Engineering and Computing,27,2022_fall,Fall 2022,2022-23,7472.0,133,3034,40
academic_unit:sec,School of Engineering and Computing,27,2023_fall,Fall 2023,2023-24,6943.0,125,2807,38
academic_unit:sec,School of Engineering and Computing,27,2024_fall,Fall 2024,2024-25,6840.0,113,2744,37
academic_unit:sec,School of Engineering and Computing,27,2025_fall,Fall 2025,2025-26,7016.0,119,2839,36
academic_unit:sec,School of Engineering and Computing,27,2026_fall,Fall 2026,2026-27,6259.0,117,2509,32
