CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"8003","ACCT 370","2","Acct Info Sys &amp; Data Analytics","3","","Lec","TR","1500-1615","LUTR 109","Blake, Conner","-2","Closed","30","28","","","","","",
"8009","ACCT 405","1","Principles of Auditing","3","","Lec","MWF","1300-1350","SERC 3395","Kugel, Jonathan","3","Open","22","25","","","","","",
"8019","ACCT 405","2","Principles of Auditing","3","","Lec","MWF","1000-1050","SERC 2296","Walker, George","-2","Closed","32","30","","","","","",
"8005","ACCT 407","1","Individl Compliance &amp; Planning","3","","Lec","MWF","0900-0950","LUTR 109","Hatchett, Philip","5","Open","10","15","","","","","",
"8008","ACCT 451","1","Govt &amp; Not for Profit Accnting","3","","Lec","MWF","1200-1250","SERC 3395","Kugel, Jonathan","7","Open","13","20","","","","","",
"8007","ACCT 500","1","Adv Finc Statement Analysis","3","","Lec","MW","1800-1915","LUTR 137","Hickey, Anna","10","Open","10","20","","","","","",
"8004","ACCT 570","1","Data Management &amp; Analytics","3","","Lec","MW","1600-1715","LUTR 123","Chen, Xian","2","Open","13","15","","","","","",
"8010","ACCT 572","1","Cybr Security for Finc &amp; Acct","3","","Lec","MW","1930-2045","SERC 2296","Marlowe, Kevin","2","Open","5","7","","","","","",
"8023","AMST 100","1","The American Experiment","3","  AIDE","Lec","MWF","1100-1150","LUTR 170","Kaufer Busch, Elizabeth","0","Closed","29","29","","","","","",
"8024","AMST 100","2","The American Experiment","3","  AIDE","Lec","MWF","1300-1350","LUTR 137","Garmon, Frank","0","Closed","29","29","","","","","Yes",
"8025","AMST 100","3","The American Experiment","3","  AIDE","Lec","MWF","1400-1450","LUTR 137","Garmon, Frank","-2","Closed","31","29","","","","","Yes",
"8026","AMST 100","4","The American Experiment","3","  AIDE","Lec","TR","1330-1445","MCM 101","Morrison, Jeffry","0","Closed","30","30","","","","","Yes",
"8027","AMST 100","5","The American Experiment","3","  AIDE","Lec","TR","1800-1915","LUTR 137","Morrison, Jeffry","1","Open","25","26","","","","","Yes",
"8030","AMST 120","3","Encounters w/ the Constitution","3","  AIDE","Lec","TR","1630-1745","LUTR 137","Mims, William","0","Closed","30","30","","","","","Yes",
"8031","AMST 200","1","American Experiemnt: Evolution","3","  AIWT","Lec","MW","1600-1715","LUTR 137","Morrison, Jeffry","4","Open","22","26","","","","","",
"8032","AMST 200","2","American Experiemnt: Evolution","3","  AIWT","Lec","TR","1500-1615","MCM 160","Morrison, Jeffry","0","Closed","26","26","","","","","",
"8033","AMST 245","1","Introduction to American Law","3","","Lec","TR","1100-1215","MCM 101","Mims, William","6","Open","21","27","","","","","Yes",
"9176","AMST 300","1","The American Exp: Global Infl","3","  AIGM","Lec","TR","1630-1745","MCM 207","McCarthy, William","0","Closed","22","22","","","","","",
"8034","AMST 320","1","American Entrepreneurship","3","","Lec","MWF","1200-1250","LUTR 137","Garmon, Frank","-1","Closed","23","22","","","","","Yes",
"8035","AMST 490","1","WI: Capstone Sem-Amer Studies","3","  WI","Lec","MWF","1000-1050","LUTR 131","Kaufer Busch, Elizabeth","5","Open","7","12","","","","","",
"8036","ANTH 200","1","Human Adaptation","3","  AINW","Lec","TR","1330-1445","LUTR 170","Loy, Christopher","0","Closed","35","35","","","","","",
"8037","ANTH 200","2","Human Adaptation","3","  AINW","Lec","TR","1500-1615","LUTR 170","Loy, Christopher","0","Closed","35","35","","","","","",
"8038","ANTH 203","1","Cultural Anthropology","3","  AIGM","Lec","TR","0930-1045","TRIB 1213","Palmer, Seth","0","Closed","19","19","","","","","",
"9286","ANTH 203","2","Cultural Anthropology","3","  AIGM","Lec","TR","1100-1215","TRIB 1213","Palmer, Seth","0","Closed","19","19","","","","","",
"8039","ANTH 309","1","Migration Displacmnt &amp; Refugee","3","  AIGM","Lec","MWF","1400-1450","LUTR 142","Timmer, Andria","-3","Closed","12","9","","","","","",
"8040","ANTH 315","1","Health and Healing","3","","Lec","MWF","1300-1350","LUTR 142","Timmer, Andria","-2","Closed","11","9","","","","","",
"8041","ANTH 330","1","Language, Culture &amp; Society","3","  AIGM","Lec","TR","1330-1445","MCM 164","Palmer, Seth","0","Closed","9","9","","","","","",
"8042","ARAB 101","1","Beginning Arabic I","3","","Lec","MWF","1000-1050","MCM 310","Obeid, Diana","3","Open","12","15","","","","","Yes",
"8043","ARAB 101","2","Beginning Arabic I","3","","Lec","MWF","1200-1250","MCM 310","Obeid, Diana","2","Open","13","15","","","","","Yes",
"8044","ARAB 201","1","Intermediate Arabic I","3","  LLFL","Lec","MWF","1300-1350","MCM 310","Obeid, Diana","8","Open","16","24","","","","","Yes",
"9281","BASN 131","1","Applied Music: Bassoon","1","","Lab","","","ARR ","Leisring, Laura","-1","Closed","1","0","","","","","",
"8045","BCHM 414","1","Biochemistry I","3","","Lec","MWF","0900-0950","FORBES 2015","Gustafson, Margaret","29","Open","19","48","","","","","",
"8046","BCHM 414L","1","Biochemistry I Lab","1","","Lab","R","1330-1720","FORBES 3048","Gustafson, Margaret","15","Open","9","24","","","","","Yes",
"8047","BCHM 414L","2","Biochemistry I Lab","1","","Lab","W","1300-1650","FORBES 3048","Gustafson, Margaret","15","Open","9","24","","","","","Yes",
"8048","BIOL 107","1","General Biology I","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Abraham, Barbara","1","Open","94","95","","","","","",
"8049","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","1","Open","23","24","","","","","",
"8050","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8051","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","1","Open","23","24","","","","","",
"8052","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8053","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8054","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8055","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8056","BIOL 109L","8","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8057","BIOL 113","1","Topics in Medicine and Health","3","  AINW","Lec","MW","1800-1915","MCM 101","Staff, CNU","0","Closed","95","95","","","","","",
"8058","BIOL 115","1","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MW","1800-1915","FORBES 1022","Atkinson, Robert","43","Open","52","95","","","","","Yes",
"8059","BIOL 211","1","Principles of Biology I","3","","Lec","MWF","1200-1250","MCM 114","Mitrano, Darlene","0","Closed","48","48","","","","","",
"8060","BIOL 211","2","Principles of Biology I","3","","Lec","MWF","1300-1350","FORBES 2070D","Salazar, Anna","13","Open","35","48","","","","","",
"8061","BIOL 211","3","Principles of Biology I","3","","Lec","TR","1100-1215","FORBES 2070E","Brown, Gwynne","1","Open","47","48","","","","","",
"8062","BIOL 211","4","Principles of Biology I","3","","Lec","MWF","0800-0850","FORBES 2070E","Burket, Jessica","21","Open","27","48","","","","","",
"8063","BIOL 211L","1","Principles of Biology I Lab","1","","Lab","M","1800-2150","FORBES 1009","Knight, William","0","Closed","24","24","","","","","",
"8064","BIOL 211L","2","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Staff, CNU","5","Open","19","24","","","","","",
"8065","BIOL 211L","3","Principles of Biology I Lab","1","","Lab","T","0800-1150","FORBES 1009","Knies, Jennifer","5","Open","19","24","","","","","",
"8066","BIOL 211L","4","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","0","Closed","24","24","","","","","",
"8067","BIOL 211L","5","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Staff, CNU","3","Open","21","24","","","","","",
"8068","BIOL 211L","6","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Brown, Gwynne","3","Open","21","24","","","","","",
"8069","BIOL 211L","7","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Staff, CNU","7","Open","17","24","","","","","",
"8070","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070D","Lattanzio, Matthew","26","Open","22","48","","","","","",
"8071","BIOL 212","2","Principles of Biology II","3","","Lec","MWF","0800-0850","SERC 3395","Sherwin, Richard","11","Open","37","48","","","","","",
"8072","BIOL 212","3","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2070D","Meyer, Michael","3","Open","45","48","","","","","Yes",
"8073","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","2","Open","22","24","","","","","Yes",
"8074","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1002","Meyer, Michael","2","Open","22","24","","","","","Yes",
"8075","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","R","0800-1150","FORBES 1027","Haymond, Shauna","12","Open","12","24","","","","","Yes",
"8076","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","W","1300-1650","FORBES 1002","Meyer, Michael","0","Closed","24","24","","","","","Yes",
"8077","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1027","Haymond, Shauna","7","Open","17","24","","","","","Yes",
"8078","BIOL 212L","6","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Meyer, Michael","17","Open","7","24","","","","","Yes",
"8079","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 2070E","Collar, David","0","Closed","48","48","","","","","",
"8080","BIOL 213","2A","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070E","Primka, Edward; Burke, Russell","17","Open","31","48","","","","","",
"8081","BIOL 213","3B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070D","Burke, Russell; Primka, Edward","25","Open","23","48","","","","","",
"8082","BIOL 213L","1A","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1033","Primka, Edward; Collar, David","1","Open","23","24","","","","","Yes",
"8083","BIOL 213L","1B","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1039","Primka, Edward; Collar, David","0","Closed","24","24","","","","","Yes",
"8084","BIOL 213L","2A","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1033","Primka, Edward; Collar, David","8","Open","16","24","","","","","Yes",
"8085","BIOL 213L","2B","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1039","Primka, Edward; Collar, David","5","Open","19","24","","","","","Yes",
"8086","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1039","Primka, Edward; Collar, David","0","Closed","24","24","","","","","Yes",
"8087","BIOL 250","1","Intro to Kinesiology","3","","Lec","MWF","0800-0850","FORBES 3012","Prato, Tom","17","Open","22","39","","","","","",
"8088","BIOL 284","1","Fund Human Anatmy &amp; Phys I","3","","Lec","TR","0930-1045","MCM 101","Knight, William","-35","Closed","83","48","","","","","",
"8089","BIOL 284L","1","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","T","1330-1720","FORBES 2056","Knight, William","-1","Closed","21","20","","","","","Yes",
"8090","BIOL 284L","2","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","R","1800-2150","FORBES 2056","Patterson, Anna","0","Closed","20","20","","","","","Yes",
"9177","BIOL 284L","3","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","M","1300-1650","FORBES 2056","Knight, William","-1","Closed","21","20","","","","","",
"9264","BIOL 284L","4","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","T","1800-2150","FORBES 2056","Staff, CNU","0","Closed","20","20","","","","","",
"9131","BIOL 295","1","SPC TP: Strength&amp; Conditioning","3","","Lec","MWF","1200-1250","SERC 1174","Olmos, Alex","-4","Closed","23","19","","","","","",
"8091","BIOL 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","-3","Closed","17","14","","","","","",
"8092","BIOL 300","2","Biostats-Statstcl App Life Sci","3","","Lec","TR","0930-1045","FORBES 2090","Riggins, Earl","0","Closed","14","14","","","","","",
"8093","BIOL 301","1","Microbiology","3","","Lec","MWF","0800-0850","FORBES 2070D","Knies, Jennifer","8","Open","40","48","","","","","",
"8094","BIOL 301","2","Microbiology","3","","Lec","MWF","0900-0950","FORBES 2070D","Knies, Jennifer","0","Closed","48","48","","","","","",
"8095","BIOL 301L","1","Microbiology Laboratory","1","","Lab","M","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed","24","24","","","","","",
"8096","BIOL 301L","2","Microbiology Laboratory","1","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed","24","24","","","","","",
"9263","BIOL 301L","3","Microbiology Laboratory","1","","Lab","R","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed","24","24","","","","","",
"8097","BIOL 306","1","Environmental Conservation","3","","Lec","MWF","1100-1150","FORBES 2051","Atkinson, Robert","1","Open","23","24","","","","","Yes",
"8098","BIOL 306L","1","Environmental Conservation Lab","1","","Lab","W","1300-1650","FORBES 2051","Atkinson, Robert","10","Open","14","24","","","","","Yes",
"8099","BIOL 307","1","Cell Biology","3","","Lec","TR","0930-1045","FORBES 2070E","Meighan, Christopher","3","Open","45","48","","","","","",
"8100","BIOL 307","2","Cell Biology","3","","Lec","TR","0800-0915","FORBES 2070E","Meighan, Christopher","14","Open","34","48","","","","","",
"8101","BIOL 307L","1","Cell Biology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Meighan, Christopher","0","Closed","24","24","","","","","",
"8102","BIOL 307L","2","Cell Biology Laboratory","1","","Lab","W","1800-2150","FORBES 1015","Meighan, Christopher","9","Open","15","24","","","","","",
"8103","BIOL 310","1","Plant Systematics","4","","Lec","MWF","1000-1050","FORBES 1033","Steven, Janet","5","Open","16","21","","","","","Yes",
"8104","BIOL 310L","1","Plant Systematics Lab","0","","Lab","M","1300-1650","FORBES 1033","Steven, Janet","5","Open","16","21","","","","","Yes",
"8106","BIOL 314","1","Human Anatomy/Physiology I","3","","Lec","TR","0930-1045","LUTR 269","Grau, Harold","27","Open","21","48","","","","","",
"8107","BIOL 314","2","Human Anatomy/Physiology I","3","","Lec","TR","1100-1215","FORBES 2015","Knight, William","-4","Closed","52","48","","","","","",
"8108","BIOL 314L","1","Human Anatomy/Physiology I Lab","1","","Lab","M","1900-2250","FORBES 2056","English, Eric","-1","Closed","21","20","","","","","Yes",
"8109","BIOL 314L","2","Human Anatomy/Physiology I Lab","1","","Lab","R","1330-1720","FORBES 2056","Grau, Harold","6","Open","14","20","","","","","Yes",
"8110","BIOL 314L","3","Human Anatomy/Physiology I Lab","1","","Lab","W","1300-1650","FORBES 2056","Grau, Harold","3","Open","17","20","","","","","Yes",
"8111","BIOL 314L","4","Human Anatomy/Physiology I Lab","1","","Lab","W","1900-2250","FORBES 2056","English, Eric","0","Closed","20","20","","","","","Yes",
"8112","BIOL 319","1","Nutrition &amp; Energy Homeostasis","3","","Lec","MWF","1000-1050","FORBES 2015","Olmos, Alex","-12","Closed","51","39","","","","","",
"8113","BIOL 370","1","Macroevolution","3","","Lec","MWF","1200-1250","FORBES 2043","Collar, David","0","Closed","24","24","","","","","",
"9171","BIOL 391","10","WI: Junior Seminar","1","  WI","Lec","M","1400-1450","FORBES 2012","Olmos, Alex","1","Open","6","7","","","","","",
"9172","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","W","1400-1450","FORBES 2012","Olmos, Alex","2","Open","5","7","","","","","",
"9173","BIOL 391","12","WI: Junior Seminar","1","  WI","Lec","F","1400-1450","FORBES 2012","Olmos, Alex","3","Open","4","7","","","","","",
"9262","BIOL 391","13","WI: Junior Seminar","1","  WI","Lec","M","1100-1150","SERC 1184","Salazar, Anna","0","Closed","7","7","","","","","",
"8115","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","M","1400-1450","FORBES 2088","Salazar, Anna","-1","Closed","8","7","","","","","",
"8116","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","M","1500-1550","FORBES 2088","Salazar, Anna","0","Closed","7","7","","","","","",
"8117","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1009","Salazar, Anna","0","Closed","7","7","","","","","Yes",
"8118","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1009","Salazar, Anna","-2","Closed","9","7","","","","","Yes",
"8119","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1009","Salazar, Anna","-1","Closed","8","7","","","","","Yes",
"8120","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2043","Burke, Russell","0","Closed","7","7","","","","","Yes",
"8121","BIOL 391","8","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2043","Burke, Russell","-1","Closed","8","7","","","","","Yes",
"8122","BIOL 391","9","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2043","Burke, Russell","0","Closed","7","7","","","","","Yes",
"8123","BIOL 407","1","General Ecology","4","","Lec","TR","1100-1215","FORBES 2051","Whiting, Gary","7","Open","15","22","","","","","",
"8124","BIOL 407L","1","General Ecology Laboratory","0","","Lab","R","1330-1720","FORBES 2051","Whiting, Gary","7","Open","15","22","","","","","",
"8125","BIOL 411","1","Immunology","3","","Lec","TR","1500-1615","FORBES 2070C","Brown, Gwynne","19","Open","20","39","","","","","",
"8126","BIOL 419","1","Exercise Physiology","3","","Lec","TR","1100-1215","MCM 164","Li, Zidong","9","Open","39","48","","","","","",
"8127","BIOL 419L","1","Exercise Physiology Lab","1","","Lab","R","1330-1720","ARR ","Li, Zidong","10","Open","14","24","","","","","Yes",
"8128","BIOL 419L","2","Exercise Physiology Lab","1","","Lab","W","1800-2150","ARR ","Li, Zidong","1","Open","23","24","","","","","Yes",
"8129","BIOL 423L","1","Human Donor Experience I","1 - 2","","Lab","","","ARR ","Murgia, Carla","-9","Closed","9","0","","","","","",
"8130","BIOL 426","1","Human Biomechanics","3","","Lec","TR","1330-1445","FORBES 2015","Prato, Tom","17","Open","7","24","","","","","",
"8131","BIOL 426L","1","Human Biomechanics Lab","1","","Lab","M","1300-1650","FORBES 1055","Prato, Tom","17","Open","7","24","","","","","",
"8132","BIOL 445","1","Mammalogy","4","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Richard","-2","Closed","21","19","","","","","",
"8133","BIOL 445L","1","Mammalogy Lab","0","","Lab","W","1300-1650","FORBES 2043","Sherwin, Richard","-2","Closed","21","19","","","","","",
"8134","BIOL 457","1","Entomology","4","","Lec","TR","0800-0915","FORBES 2043","Meyer, Michael","1","Open","18","19","","","","","Yes",
"8135","BIOL 457L","1","Entomology Lab","0","","Lab","F","1300-1650","FORBES 2043","Meyer, Michael","1","Open","18","19","","","","","Yes",
"8136","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","-1","Closed","8","7","","","","","",
"8137","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","M","1200-1250","FORBES 1027","Knies, Jennifer","-1","Closed","8","7","","","","","",
"8138","BIOL 491","3","WI: Senior Seminar","1","  WI","Lec","W","1200-1250","FORBES 1027","Knies, Jennifer","-1","Closed","8","7","","","","","",
"8139","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","F","1200-1250","FORBES 1027","Knies, Jennifer","-1","Closed","8","7","","","","","",
"8140","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","M","1000-1050","FORBES 2051","Collar, David","2","Open","5","7","","","","","",
"8141","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","W","1000-1050","FORBES 2051","Collar, David","4","Open","3","7","","","","","",
"8142","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","F","1000-1050","FORBES 2051","Collar, David","6","Open","1","7","","","","","",
"9270","BIOL 492","1","IND ST: Entomology Lab","1","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9300","BIOL 492","2","IND ST:Differential Use Habita","3","","Ind","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"9302","BIOL 492","3","IND ST: Pop Density&amp; Foraging","1","","Ind","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"9354","BIOL 492","4","IND ST: Insect Diversity","2","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9267","BIOL 496","1","PRT: Chimp Haven Internship","3","","Pra","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9295","BIOL 499","1","IND ST: Annual Survey of MMP","3","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9363","BIOL 499","2","IND ST: Isolation&amp; Characteriz","1","","Ind","","","ARR ","Gustafson, Margaret","-1","Closed","1","0","","","","","",
"9182","BUSN 101","4","Introduction to Business","3","","Lec","TR","1100-1215","LUTR 123","Gacula, Lani Faith","-3","Closed","33","30","","","","","",
"9183","BUSN 101","5","Introduction to Business","3","","Lec","TR","0930-1045","LUTR 121","Gacula, Lani Faith","-3","Closed","33","30","","","","","",
"9184","BUSN 101","6","Introduction to Business","3","","Lec","MWF","1000-1050","LUTR 105","Staff, CNU","-3","Closed","33","30","","","","","",
"9185","BUSN 101","7","Introduction to Business","3","","Lec","MWF","1300-1350","LUTR 105","Staff, CNU","-2","Closed","32","30","","","","","",
"9187","BUSN 101","8","Introduction to Business","3","","Lec","TR","1500-1615","LUTR 105","Donaldson, William","0","Closed","30","30","","","","","",
"9188","BUSN 101","9","Introduction to Business","3","","Lec","TR","1630-1715","LUTR 105","Donaldson, William","-2","Closed","32","30","","","","","",
"8144","BUSN 231","1","Applied Business Statistics","3","","Lec","MWF","1100-1150","LUTR 109","Bazzani, Phillip","-2","Closed","30","28","","","","","",
"8145","BUSN 231","2","Applied Business Statistics","3","","Lec","MWF","1200-1250","LUTR 109","Bazzani, Phillip","-2","Closed","30","28","","","","","",
"8174","BUSN 231","4","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 123","Riggins, Earl","-5","Closed","33","28","","","","","",
"8175","BUSN 231","5","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 139","Cheney, Lonnie","-2","Closed","30","28","","","","","",
"8176","BUSN 231","6","Applied Business Statistics","3","","Lec","MWF","0900-0950","SERC 2279","Bazzani, Phillip","-14","Closed","44","30","","","","","",
"8152","BUSN 251","1","Business Law I","3","","Lec","TR","1630-1745","LUTR 142","Hatchett, Philip","4","Open","38","42","","","","","",
"8153","BUSN 251","2","Business Law I","3","","Lec","TR","1800-1915","FORBES 2070C","Edgar, Frank","-4","Closed","32","28","","","","","",
"8159","BUSN 251","4","Business Law I","3","","Lec","MWF","1300-1350","FORBES 2070C","Hatchett, Philip","-6","Closed","31","25","","","","","",
"8160","BUSN 251","5","Business Law I","3","","Lec","MWF","1400-1450","FORBES 2070C","Hatchett, Philip","-6","Closed","31","25","","","","","",
"8167","BUSN 276","2","Software Applications for Busn","3","","Lec","MW","1930-2045","LUTR 123","Bhat, Tajesvi","-2","Closed","42","40","","","","","",
"9207","BUSN 276","4","Software Applications for Busn","3","","Lec","MW","1800-1915","LUTR 123","Bhat, Tajesvi","-2","Closed","42","40","","","","","",
"8171","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","1100-1150","FORBES 3012","Schwartz, Shoshana","-6","Closed","36","30","","","","","",
"8172","BUSN 300","3","Organizational Behavior","3","","Lec","MWF","1200-1250","FORBES 3012","Schwartz, Shoshana","-5","Closed","35","30","","","","","",
"8173","BUSN 300","4","Organizational Behavior","3","","Lec","MWF","1400-1450","SERC 3395","Schwartz, Shoshana","-7","Closed","37","30","","","","","",
"9321","BUSN 300","6","Organizational Behavior","3","","Lec","MWF","0900-0950","LUTR 269","Schwartz, Shoshana","-10","Closed","34","24","","","","","",
"8143","BUSN 303","1","Fundamentals of Business","3","","Lec","MW","1800-1915","LUTR 372","Donaldson, William","13","Open","17","30","","","","","",
"8157","BUSN 304","1","Operations Management","3","","Lec","TR","0930-1045","LUTR 105","Cheney, Lonnie","-4","Closed","34","30","","","","","",
"8158","BUSN 304","2","Operations Management","3","","Lec","TR","1100-1215","LUTR 105","Cheney, Lonnie","-4","Closed","34","30","","","","","",
"8165","BUSN 304","3","Operations Management","3","","Lec","TR","1330-1445","SERC 2279","Cheney, Lonnie","-1","Closed","46","45","","","","","",
"8147","BUSN 305","1","Introduction to Data Analytics","3","","Lec","MWF","1000-1050","LUTR 123","Kirac, Emre","-2","Closed","42","40","","","","","",
"8148","BUSN 305","2","Introduction to Data Analytics","3","","Lec","MWF","1100-1150","LUTR 123","Kirac, Emre","-2","Closed","42","40","","","","","",
"9208","BUSN 305","3","Introduction to Data Analytics","3","","Lec","MWF","0900-0950","LUTR 123","Kirac, Emre","-2","Closed","42","40","","","","","",
"8161","BUSN 311","1","Marketing Management","3","","Lec","MWF","0900-0950","LUTR 137","Hettche, Matthew","-1","Closed","31","30","","","","","",
