CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"8075","AMST 100","6","The American Experiment","3","  AIDE","Lec","MWF","1500-1550","MCM 364","Little, David","0","Closed","19","19","","","","","Yes",
"9178","AMST 100","6M","The American Experiment","3","  AIDE","Lec","TR","1100-1215","FERG 220","Williams, Anthony","1","Open","25","26","","","","","Yes",
"9114","AMST 100","8","The American Experiment","3","  AIDE","Lec","MWF","1000-1050","MCM 160","Little, David","2","Open","27","29","","","","","Yes",
"8077","AMST 120","1M","Encounters w/ the Constitution","3","  AIDE","Lec","TR","0930-1045","MCM 310","White, Jonathan","3","Open","23","26","","","","","Yes",
"8078","AMST 120","2R","Encounters w/ the Constitution","3","  AIDE","Lec","TR","1630-1745","MCM 212","Mims, William","-1","Closed","27","26","","","","","Yes",
"8080","AMST 200","2","Evolution-American Experiment","3","  AIWT","Lec","TR","0930-1045","MCM 210","Kaufer Busch, Elizabeth","2","Open","22","24","","","","","Yes",
"9132","AMST 245","1","Introduction to American Law","3","","Lec","TR","1100-1215","FERG 207","Mims, William","2","Open","20","22","","","","","Yes",
"9179","AMST 300","2","The American Exp: Global Infl","3","  AIGM","Lec","TR","1630-1745","MCM 210","McCarthy, William","1","Open","20","21","","","","","Yes",
"9149","AMST 395","1","SPC TP: Constit Conven of 1787","3","","Lec","MWF","1300-1350","MCM 207","Garmon, Frank","2","Open","21","23","","","","","",
"9319","AMST 399","1","IND ST: Lincoln Charctr of Lde","3","","Ind","","","ARR ","White, Jonathan","-1","Closed","1","0","","","","","",
"8855","ANTH 200","1R","Human Adaptation","3","  AINW","Lec","TR","1330-1445","LUTR 170","Loy, Christopher","8","Open","27","35","","","","","",
"8856","ANTH 200","2M","Human Adaptation","3","  AINW","Lec","TR","1500-1615","LUTR 170","Loy, Christopher","2","Open","33","35","","","","","",
"8858","ANTH 200","4","Human Adaptation","3","  AINW","Lec","MWF","1500-1550","LUTR 170","Loy, Christopher","5","Open","30","35","","","","","",
"8859","ANTH 203","1M","Cultural Anthropology","3","  AIGM","Lec","MWF","1200-1250","MCM 101","Timmer, Andria","4","Open","95","99","","","","","",
"8861","ANTH 330","1","Language, Culture &amp; Society","3","  AIGM","Lec","TR","1100-1215","LUTR 167","Palmer, Seth","-1","Closed","10","9","","","","","",
"8862","ANTH 377","1","Gender and Power","3","  AIGM","Lec","TR","1500-1615","LUTR 167","Palmer, Seth","2","Open","7","9","","","","","",
"8863","ANTH 377","2","Gender and Power","3","  AIGM","Lec","TR","1330-1445","LUTR 167","Palmer, Seth","2","Open","7","9","","","","","",
"8951","ARAB 101","1R","Beginning Arabic I","3","","Lec","MWF","1000-1050","MCM 260","Obeid, Diana","-2","Closed","21","19","","","","","Yes",
"8952","ARAB 101","2R","Beginning Arabic I","3","","Lec","MWF","1200-1250","MCM 212","Obeid, Diana","0","Closed","19","19","","","","","Yes",
"8953","ARAB 201","1R","Intermediate Arabic I","3","  LLFL","Lec","MWF","1300-1350","MCM 212","Obeid, Diana","1","Open","22","23","","","","","Yes",
"9193","BASN 233","1","Applied Music: Bassoon","2","","Lab","","","ARR ","Savige, David","-1","Closed","1","0","","","","","",
"9192","BASN 331","1","Applied Music: Bassoon","1","","Lab","","","ARR ","Savige, David","-1","Closed","1","0","","","","","",
"9300","BASS 133","1","Applied Music: Bass","2","","Lab","","","ARR ","McPeters, William","-1","Closed","1","0","","","","","",
"8800","BCHM 414","1","Biochemistry I","3","","Lec","MWF","1000-1050","FORBES 2015","Cole, Kathryn","12","Open","36","48","","","","","",
"8801","BCHM 414L","1","Biochemistry I Lab","1","","Lab","F","1300-1650","FORBES 3048","Thorsen, Amanda","14","Open","10","24","","","","","",
"8802","BCHM 414L","2","Biochemistry I Lab","1","","Lab","W","1300-1650","FORBES 3048","Thorsen, Amanda","6","Open","18","24","","","","","",
"8261","BIOL 107","1M","General Biology I","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Abraham, Barbara","-1","Closed","96","95","","","","","",
"8262","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8263","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8264","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8265","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","3","Open","21","24","","","","","",
"8266","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Lundquist, Adam","1","Open","23","24","","","","","",
"8267","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8268","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, Adam","1","Open","23","24","","","","","",
"8269","BIOL 109L","8M","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, Adam","1","Open","23","24","","","","","",
"8215","BIOL 113","1M","Topics in Medicine and Health","3","  AINW","Lec","MW","1800-1915","FORBES 2070E","Tudor, Kaitlyn","2","Open","46","48","","","","","",
"8270","BIOL 115","1M","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MWF","1200-1250","LUTR 121","Atkinson, Robert","2","Open","93","95","","","","","",
"8216","BIOL 211","1M","Principles of Biology I","3","","Lec","TR","1100-1215","FORBES 2070E","Brown, Gwynne","2","Open","46","48","","","","","",
"8217","BIOL 211","2M","Principles of Biology I","3","","Lec","MWF","1400-1450","FORBES 2070E","Burket, Jessica","23","Open","25","48","","","","","",
"8218","BIOL 211","3M","Principles of Biology I","3","","Lec","MWF","1200-1250","FORBES 2070E","Meighan, Christopher","2","Open","46","48","","","","","",
"8219","BIOL 211","4R","Principles of Biology I","3","","Lec","MWF","1300-1350","FORBES 2070E","Burket, Jessica","30","Open","18","48","","","","","",
"8220","BIOL 211L","1R","Principles of Biology I Lab","1","","Lab","M","1800-2150","FORBES 1009","English, Eric","5","Open","19","24","","","","","",
"8221","BIOL 211L","2R","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Henretta, Leah","3","Open","21","24","","","","","",
"8222","BIOL 211L","3R","Principles of Biology I Lab","1","","Lab","T","0800-1150","FORBES 1009","Guidicelli-Gadea, Lourdes","9","Open","15","24","","","","","",
"8223","BIOL 211L","4R","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","1","Open","23","24","","","","","",
"8224","BIOL 211L","5R","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Pirtle, Annette","2","Open","22","24","","","","","",
"8225","BIOL 211L","6R","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzić, Denise","7","Open","17","24","","","","","",
"8271","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070D","Thompson, Jessica","6","Open","18","24","","","","","",
"8272","BIOL 212","2","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2015","Lattanzio, Matthew","12","Open","36","48","","","","","",
"8273","BIOL 212","3","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 2015","Meyer, Michael","2","Open","46","48","","","","","",
"8274","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","0","Closed","24","24","","","","","Yes",
"8275","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1027","Haymond, Shauna","9","Open","15","24","","","","","Yes",
"8276","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","W","1300-1650","FORBES 1002","Lattanzio, Matthew; Arena, Alex","4","Open","20","24","","","","","Yes",
"8277","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Lattanzio, Matthew; Arena, Alex","1","Open","23","24","","","","","Yes",
"8278","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1027","Haymond, Shauna","12","Open","12","24","","","","","Yes",
"8690","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 2070A","Collar, David","5","Open","31","36","","","","","",
"8691","BIOL 213","2A","Principles in Biology III","3","","Lec","MWF","1100-1150","MCM 114","Primka, Edward; Burke, Russell","6","Open","42","48","","","","","",
"8692","BIOL 213","3B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070D","Burke, Russell; Primka, Edward","4","Open","44","48","","","","","",
"8693","BIOL 213L","1B","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1039","Collar, David; Dillard, Caroline; Williams, Jordan; Primka, Edward","1","Open","23","24","","","","","Yes",
"8694","BIOL 213L","2A","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1033","Primka, Edward; Collar, David; Dillard, Caroline; Williams, Jordan","0","Closed","24","24","","","","","Yes",
"8695","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1039","Collar, David; Dillard, Caroline; Williams, Jordan; Primka, Edward","0","Closed","24","24","","","","","Yes",
"8696","BIOL 213L","4A","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1033","Primka, Edward; Collar, David; Dillard, Caroline; Williams, Jordan","6","Open","18","24","","","","","Yes",
"8697","BIOL 213L","5B","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1039","Collar, David; Dillard, Caroline; Williams, Jordan; Primka, Edward","0","Closed","24","24","","","","","Yes",
"8226","BIOL 284","1","Fund Human Anatmy &amp; Phys I","3","","Lec","TR","0930-1045","MCM 164","Quinlan, Ronald; Knight, William","14","Open","34","48","","","","","",
"8227","BIOL 284L","1","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","R","1330-1720","FORBES 2056","Quinlan, Ronald; Knight, William","10","Open","14","24","","","","","",
"8228","BIOL 284L","2","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","T","1800-2150","FORBES 2056","Quinlan, Ronald; Knight, William","5","Open","19","24","","","","","",
"8229","BIOL 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","-2","Closed","18","16","","","","","",
"8230","BIOL 301","1","Microbiology","3","","Lec","TR","1800-1915","MCM 164","Hardage, Adrianna","6","Open","42","48","","","","","",
"8232","BIOL 301L","1","Microbiology Laboratory","1","","Lab","M","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","1","Open","23","24","","","","","",
"8233","BIOL 301L","2","Microbiology Laboratory","1","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","9","Open","15","24","","","","","",
"8234","BIOL 307","1","Cell Biology","3","","Lec","TR","0930-1045","FORBES 2070E","Meighan, Christopher","0","Closed","48","48","","","","","",
"8235","BIOL 307","2","Cell Biology","3","","Lec","TR","0800-0915","FORBES 2070E","Meighan, Christopher","18","Open","30","48","","","","","",
"8236","BIOL 307L","1","Cell Biology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Tombolato-Terzić, Denise","5","Open","19","24","","","","","",
"8237","BIOL 307L","2","Cell Biology Laboratory","1","","Lab","R","1330-1720","FORBES 1015","Tombolato-Terzić, Denise","14","Open","10","24","","","","","",
"8238","BIOL 313","1","Genetics","3","","Lec","TR","1500-1615","MCM 312","Bogenpohl, James","7","Open","41","48","","","","","",
"8239","BIOL 314","1","Human Anatomy/Physiology I","3","","Lec","TR","0930-1045","FORBES 2070D","Grau, Harold","28","Open","20","48","","","","","",
"8240","BIOL 314","2","Human Anatomy/Physiology I","3","","Lec","TR","1100-1215","MCM 114","Quinlan, Ronald; Knight, William","4","Open","44","48","","","","","",
"8241","BIOL 314L","1","Human Anatomy/Physiology I Lab","1","","Lab","W","1800-2150","FORBES 2056","English, Eric","3","Open","21","24","","","","","",
"8242","BIOL 314L","2","Human Anatomy/Physiology I Lab","1","","Lab","R","1800-2150","FORBES 2056","Grau, Harold","6","Open","18","24","","","","","",
"8243","BIOL 314L","3","Human Anatomy/Physiology I Lab","1","","Lab","W","1300-1650","FORBES 2056","Grau, Harold","1","Open","23","24","","","","","",
"8700","BIOL 370","1","Macroevolution","3","","Lec","MWF","1200-1250","FORBES 2014","Collar, David","0","Closed","24","24","","","","","",
"8245","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","M","1300-1350","FORBES 3048","Bogenpohl, James","0","Closed","7","7","","","","","Yes",
"8730","BIOL 391","10","WI: Junior Seminar","1","  WI","Lec","M","1000-1050","FORBES 2043","Primka, Edward","1","Open","6","7","","","","","Yes",
"8731","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 2043","Primka, Edward","1","Open","6","7","","","","","Yes",
"8246","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","M","1400-1450","FORBES 3048","Bogenpohl, James","0","Closed","7","7","","","","","Yes",
"8247","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","M","1500-1550","FORBES 3048","Bogenpohl, James","0","Closed","7","7","","","","","Yes",
"8248","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1009","Salazar, Anna","-1","Closed","6","5","","","","","Yes",
"8249","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1009","Salazar, Anna","2","Open","5","7","","","","","Yes",
"8250","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1009","Salazar, Anna","0","Closed","7","7","","","","","Yes",
"8727","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2051","Primka, Edward","2","Open","5","7","","","","","Yes",
"8733","BIOL 403","1","Marine Biology","3","","Lec","TR","1100-1215","FORBES 2070D","Harwell, Heather","1","Open","35","36","","","","","",
"8251","BIOL 405","1","Disease Biology","3","","Lec","MWF","0900-0950","FORBES 3014","Grau, Harold","24","Open","5","29","","","","","",
"8734","BIOL 407","1","General Ecology","4","","Lec","TR","1100-1215","FORBES 2051","Whiting, Gary","9","Open","13","22","","","","","",
"8735","BIOL 407L","1","General Ecology Laboratory","0","","Lab","R","1330-1720","FORBES 2051","Whiting, Gary","9","Open","13","22","","","","","",
"8252","BIOL 411","1","Immunology","3","","Lec","TR","1500-1615","FORBES 2070D","Brown, Gwynne","9","Open","20","29","","","","","",
"8253","BIOL 419","1","Exercise Physiology","3","","Lec","TR","1100-1215","FORBES 3014","Olmos, Alex","0","Closed","32","32","","","","","",
"8255","BIOL 419L","1","Exercise Physiology Lab","1","","Lab","T","1800-2150","FORBES 3014","Olmos, Alex","0","Closed","16","16","","","","","",
"8256","BIOL 419L","2","Exercise Physiology Lab","1","","Lab","W","1300-1650","FORBES 3014","Olmos, Alex","0","Closed","16","16","","","","","",
"8973","BIOL 423L","1","Human Donor Experience I","1 - 2","","Lab","","","ARR ","Murgia, Carla","-14","Closed","14","0","","","","","",
"8736","BIOL 445","1","Mammalogy","4","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Richard","1","Open","18","19","","","","","",
"8737","BIOL 445L","1","Mammalogy Lab","0","","Lab","M","1300-1650","FORBES 2043","Sherwin, Richard","1","Open","18","19","","","","","",
"8738","BIOL 457","1","Entomology","4","","Lec","TR","0800-0915","FORBES 2043","Meyer, Michael","9","Open","10","19","","","","","",
"8739","BIOL 457L","1","Entomology Lab","0","","Lab","F","1300-1650","FORBES 2043","Meyer, Michael","9","Open","10","19","","","","","",
"8740","BIOL 465","1","Fish Biology","3","","Lec","TR","0930-1045","FORBES 2043","Thompson, Jessica","0","Closed","19","19","","","","","",
"8741","BIOL 465L","1","Fish Biology Laboratory","1","","Lab","T","1330-1720","FORBES 2043","Thompson, Jessica","0","Closed","19","19","","","","","",
"8257","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","-1","Closed","8","7","","","","","Yes",
"8258","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","M","1100-1150","FORBES 1002","Tombolato-Terzić, Denise","-1","Closed","8","7","","","","","Yes",
"8259","BIOL 491","3","WI: Senior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1002","Tombolato-Terzić, Denise","-1","Closed","8","7","","","","","Yes",
"8260","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1002","Tombolato-Terzić, Denise","0","Closed","7","7","","","","","Yes",
"8742","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2043","Sherwin, Richard","1","Open","6","7","","","","","Yes",
"8743","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2043","Sherwin, Richard","3","Open","4","7","","","","","Yes",
"8999","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2043","Sherwin, Richard","1","Open","6","7","","","","","Yes",
"9263","BIOL 492","1","IND ST: Imp of Pools &amp; Lakes","3","","Ind","","","ARR ","Sherwin, Richard","-2","Closed","2","0","","","","","",
"9386","BIOL 492","10","IND ST: Imp of Pools &amp; Lakes","1","","Ind","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"9294","BIOL 492","2","IND ST: HiltonBeach Entrococci","4","","Ind","","","ARR ","Knies, Jennifer","-1","Closed","1","0","","","","","",
"9346","BIOL 492","3","IND ST: Removal of Plasmid","1","","Ind","","","ARR ","Tombolato-Terzić, Denise","-3","Closed","3","0","","","","","",
"9353","BIOL 492","4","IND ST: Red List Assessment","3","","Ind","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"9359","BIOL 492","5","IND ST: TC Research Internshp","2","","Ind","","","ARR ","Lattanzio, Matthew","-1","Closed","1","0","","","","","",
"9360","BIOL 492","6","IND ST: Research Experience","1","","Ind","","","ARR ","Tombolato-Terzić, Denise","-1","Closed","1","0","","","","","",
"9366","BIOL 492","7","IND ST: Feed Perf of Mummicogs","1","","Ind","","","ARR ","Thompson, Jessica","-1","Closed","1","0","","","","","",
"9369","BIOL 492","8","IND ST: Schreckstoff &amp; Zebra","3","","Ind","","","ARR ","Velkey, Andrew","-1","Closed","1","0","","","","","",
"9374","BIOL 492","9","IND ST: HRAREC Lab Resrch","1","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9260","BIOL 496","1","PRT: Sports Med Riverside Inte","3","","Pra","","","ARR ","Carney, Tiffany","-1","Closed","1","0","","","","","",
"9261","BIOL 496","2","PRT: Animal Care","3","","Pra","","","ARR ","Brown, Gwynne","-1","Closed","1","0","","","","","",
"9275","BIOL 496","3","PRT: Bluebird Gap Farm","3","","Pra","","","ARR ","Harwell, Heather","-1","Closed","1","0","","","","","",
"9335","BIOL 496","4","PRT: Patient Care-ED","2","","Pra","","","ARR ","Brown, Gwynne","-1","Closed","1","0","","","","","",
"9351","BIOL 496","5","PRT: Pivot PT Aide","3","","Pra","","","ARR ","Carney, Tiffany","-2","Closed","2","0","","","","","",
"9352","BIOL 496","6","PRT: PA at Riverside Reg Med","3","","Pra","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"9365","BIOL 496","7","PRT: Scribe at Lackey Clinic","1","","Pra","","","ARR ","Brown, Gwynne","-1","Closed","1","0","","","","","",
"9373","BIOL 496","8","PRT: HRAREC Lab Rsrch Aide","3","","Pra","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"8989","BTMG 030","1","Third YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","-3","Closed","3","0","","","","","",
"8990","BTMG 040","1","Fourth YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","-5","Closed","5","0","","","","","",
"9142","BUSN 101","2C","Introduction to Business","3","","Lec","MWF","1000-1050","LUTR 242","Manspile, Randal","-15","Closed","40","25","","","","","",
"9287","BUSN 101","3C","Introduction to Business","3","","Lec","TR","1100-1215","LUTR 170","Hall, Thomas","-12","Closed","32","20","","","","","",
"9143","BUSN 101","3F","Introduction to Business","3","","Lec","MWF","1200-1250","MCM 114","Bazzani, Phillip","1","Open","48","49","","","","","",
"8774","BUSN 231","1","Applied Business Statistics","3","","Lec","MWF","1100-1150","LUTR 105","Shaltayev, Dmitriy","1","Open","26","27","","","","","",
"8775","BUSN 231","2","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 105","Sixbey, Shannon","0","Closed","27","27","","","","","",
"8776","BUSN 231","3","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 105","Sixbey, Shannon","1","Open","26","27","","","","","",
"8778","BUSN 231","5","Applied Business Statistics","3","","Lec","MWF","1200-1250","LUTR 123","Cheney, Lonnie","-3","Closed","30","27","","","","","",
"8780","BUSN 231","6","Applied Business Statistics","3","","Lec","MWF","1300-1350","LUTR 123","Cheney, Lonnie","6","Open","21","27","","","","","",
"8746","BUSN 251","1","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","8","Open","19","27","","","","","",
"8747","BUSN 251","2","Business Law I","3","","Lec","TR","0930-1045","LUTR 137","Hansen, Bradley","3","Open","24","27","","","","","",
"8748","BUSN 251","3","Business Law I","3","","Lec","TR","1100-1215","LUTR 137","Hansen, Bradley","2","Open","25","27","","","","","",
"8749","BUSN 251","4","Business Law I","3","","Lec","TR","1500-1615","LUTR 137","Hansen, Bradley","2","Open","25","27","","","","","",
"8751","BUSN 251","5","Business Law I","3","","Lec","TR","1800-1915","TFAC 205","Edgar, Frank","1","Open","26","27","","","","","",
"9153","BUSN 276","1","Software Applications for Busn","3","","Lec","MWF","1100-1150","LUTR 123","Kirac, Emre","0","Closed","42","42","","","","","",
"9154","BUSN 276","2","Software Applications for Busn","3","","Lec","MWF","0800-0850","LUTR 123","Kirac, Emre","19","Open","23","42","","","","","",
"9155","BUSN 276","3","Software Applications for Busn","3","","Lec","MWF","0900-0950","LUTR 123","Kirac, Emre","-16","Closed","42","26","","","","","",
"8752","BUSN 300","1","Organizational Behavior","3","","Lec","MWF","1300-1350","FERG 208","Fournet, Ashley","-1","Closed","27","26","","","","","",
"8769","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","1100-1150","FORBES 3014","Schwartz, Shoshana","-6","Closed","32","26","","","","","",
"8770","BUSN 300","3","Organizational Behavior","3","","Lec","MWF","1200-1250","FORBES 3014","Schwartz, Shoshana","-6","Closed","32","26","","","","","",
"8771","BUSN 300","4","Organizational Behavior","3","","Lec","MWF","1400-1450","LUTR 142","Schwartz, Shoshana","-10","Closed","36","26","","","","","",
"8761","BUSN 302","1","Business Law for the Arts","3","","Lec","TR","0930-1045","FORBES 3014","Kennedy, Justin","7","Open","18","25","","","","","",
"8772","BUSN 303","1","Fundamentals of Business","3","","Lec","MWF","0900-0950","LUTR 137","Scrofani, Lydia","-2","Closed","30","28","","","","","",
"8754","BUSN 304","1","Operations Management","3","","Lec","TR","0930-1045","LUTR 123","Hasbrouck, Robert","-4","Closed","42","38","","","","","",
"8755","BUSN 304","2","Operations Management","3","","Lec","TR","1100-1215","LUTR 105","Hasbrouck, Robert","0","Closed","30","30","","","","","",
"8756","BUSN 304","3","Operations Management","3","","Lec","TR","1330-1445","LUTR 123","Hasbrouck, Robert","-4","Closed","42","38","","","","","",
"8781","BUSN 305","1","Introduction to Data Analytics","3","","Lec","TR","1800-1915","LUTR 123","Cheney, Lonnie","-7","Closed","37","30","","","","","",
