CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"8035","ANTH 200","2","Human Adaptation","3","  AINW","Lec","MWF","1400-1450","LUTR 170","Loy, Christopher","3","Open","32","35","","","","","",
"8036","ANTH 203","1","Cultural Anthropology","3","  AIGM","Lec","MWF","1200-1250","LUTR 170","Timmer, Andria","-2","Closed","37","35","","","","","",
"8037","ANTH 203","2","Cultural Anthropology","3","  AIGM","Lec","MWF","1300-1350","LUTR 170","Timmer, Andria","-1","Closed","36","35","","","","","",
"8038","ANTH 310","1","Fear and Magic","3","","Lec","TR","0930-1045","TFAC 204","Palmer, Seth","2","Open","17","19","","","","","",
"8039","ANTH 345","1","Forensic Anthropology","3","","Lec","MWF","1000-1050","LUTR 167","Loy, Christopher","4","Open","20","24","","","","","",
"8040","ANTH 377","1","Gender and Power","3","  AIGM","Lec","TR","1330-1445","FORBES 2074","Palmer, Seth","4","Open","6","10","","","","","",
"8041","ANTH 377","2","Gender and Power","3","  AIGM","Lec","TR","1500-1615","FORBES 2070A","Palmer, Seth","1","Open","9","10","","","","","",
"9292","ANTH 499","1","IND ST: Research in Anth","3","","Ind","","","ARR ","Timmer, Andria","-1","Closed","1","0","","","","","",
"8042","ARAB 102","1","Beginning Arabic II","3","","Lec","MWF","1000-1050","MCM 357","Obeid, Diana","5","Open","14","19","","","","","Yes",
"8043","ARAB 102","2","Beginning Arabic II","3","","Lec","MWF","1200-1250","MCM 357","Obeid, Diana","5","Open","14","19","","","","","Yes",
"9374","ARAB 202","2","IND ST: Intermediate Arabic II","3","  LLFL","Ind","","","ARR ","Obeid, Diana","-1","Closed","1","0","","","","","",
"9172","BASN 432","1","Applied Music: Bassoon","1","","Lec","","","ARR ","Savige, David","-1","Closed","1","0","","","","","",
"9089","BCHM 395","1","SPC TP: Bioinorganic Chemistry","3","","Lec","TR","0930-1045","FORBES 2074","Cole, Kathryn","14","Open","10","24","","","","","",
"8045","BCHM 410","1","Medical Biochemistry","3","","Lec","MWF","1200-1250","FORBES 2070D","Cole, Kathryn","8","Open","40","48","","","","","",
"8046","BCHM 415","1","Biochemistry II","3","","Lec","MWF","0900-0950","LUTR 121","Cole, Kathryn","18","Open","25","43","","","","","",
"8047","BCHM 415L","1","Biochemistry II Lab","1","","Lab","T","1330-1720","FORBES 3048","Gustafson, Margaret","15","Open","9","24","","","","","",
"8110","BIOL 108","1","General Biology II","3","  AINW","Lec","TR","1800-1915","MCM 101","Abraham, Barbara","0","Closed","95","95","","","","","",
"8111","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8112","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8113","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8114","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8115","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8116","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8117","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8118","BIOL 109L","8","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Loftis, Jon","1","Open","23","24","","","","","",
"8048","BIOL 113","1","Topics in Medicine and Health","3","  AINW","Lec","MW","1800-1915","MCM 260","Tudor, Kaitlyn","1","Open","47","48","","","","","",
"8119","BIOL 115","1","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MWF","1200-1250","MCM 101","Atkinson, Robert","-1","Closed","96","95","","","","","",
"8049","BIOL 211","1","Principles of Biology I","3","","Lec","MWF","0800-0850","FORBES 1022","Burket, Jessica","-1","Closed","49","48","","","","","",
"8050","BIOL 211","2","Principles of Biology I","3","","Lec","TR","1500-1615","FORBES 2015","Brown, Gwynne","6","Open","42","48","","","","","",
"8051","BIOL 211","3","Principles of Biology I","3","","Lec","TR","1100-1215","SERC 1181","Brown, Gwynne","-1","Closed","49","48","","","","","",
"8052","BIOL 211L","1","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzić, Denise","2","Open","22","24","","","","","",
"8053","BIOL 211L","2","Principles of Biology I Lab","1","","Lab","T","0800-1150","FORBES 1009","Guidicelli-Gadea, Lourdes","5","Open","19","24","","","","","",
"8054","BIOL 211L","3","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","0","Closed","24","24","","","","","",
"8055","BIOL 211L","4","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Pirtle, Annette","3","Open","21","24","","","","","",
"8056","BIOL 211L","5","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Schultz, Andreanna","5","Open","19","24","","","","","",
"8057","BIOL 211L","6","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Tombolato-Terzić, Denise","2","Open","22","24","","","","","",
"8120","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070E","Sherwin, Richard","9","Open","39","48","","","","","",
"8121","BIOL 212","2","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2070E","Thompson, Jessica","2","Open","46","48","","","","","",
"8122","BIOL 212","3","Principles of Biology II","3","","Lec","MWF","1000-1050","MCM 164","Meyer, Michael","0","Closed","24","24","","","","","",
"8123","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1002","Haymond, Shauna; Newman, Austin","12","Open","12","24","","","","","",
"8124","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","W","1300-1650","FORBES 1002","Haymond, Shauna; Newman, Austin","0","Closed","24","24","","","","","",
"8125","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1002","Haymond, Shauna; Newman, Austin","1","Open","23","24","","","","","",
"8126","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","W","1300-1650","FORBES 1027","Ahedor, Adjoa","5","Open","19","24","","","","","",
"8127","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","0","Closed","24","24","","","","","",
"8128","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 2070C","Ahedor, Adjoa","2","Open","30","32","","","","","",
"8129","BIOL 213","2B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2015","Harwell, Heather; Steven, Janet","-5","Closed","53","48","","","","","",
"8130","BIOL 213","3A","Principles in Biology III","3","","Lec","MWF","1100-1150","SERC 1181","Steven, Janet; Harwell, Heather","-8","Closed","68","60","","","","","",
"8131","BIOL 213L","1A","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1033","Primka, Edward; Smalls, Mikyler; Baker, Natalie; Ahedor, Adjoa","0","Closed","24","24","","","","","",
"8132","BIOL 213L","1B","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1039","Ahedor, Adjoa; Smalls, Mikyler; Primka, Edward; Baker, Natalie","1","Open","23","24","","","","","",
"8133","BIOL 213L","2A","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1033","Primka, Edward; Smalls, Mikyler; Baker, Natalie; Ahedor, Adjoa","2","Open","22","24","","","","","",
"8134","BIOL 213L","2B","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1039","Ahedor, Adjoa; Smalls, Mikyler; Primka, Edward; Baker, Natalie","0","Closed","24","24","","","","","",
"9247","BIOL 213L","3A","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1033","Primka, Edward; Smalls, Mikyler; Baker, Natalie; Ahedor, Adjoa","0","Closed","24","24","","","","","",
"8135","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1039","Ahedor, Adjoa; Smalls, Mikyler; Primka, Edward; Baker, Natalie","0","Closed","24","24","","","","","",
"8058","BIOL 250","1","Intro to Kinesiology","3","","Lec","MW","1800-1915","FORBES 2070D","Feizy, Zahra","27","Open","21","48","","","","","",
"8059","BIOL 285","1","Fund Human Anatmy &amp; Phys II","3","","Lec","TR","0930-1045","SERC 1181","Knight, William","-9","Closed","57","48","","","","","",
"8060","BIOL 285L","1","Fund Human Anatmy &amp; Phys Lb II","1","","Lab","T","1330-1720","FORBES 2056","Knight, William","0","Closed","24","24","","","","","",
"8061","BIOL 285L","2","Fund Human Anatmy &amp; Phys Lb II","1","","Lab","R","1830-2150","FORBES 2056","Patterson, Anna","0","Closed","24","24","","","","","",
"9248","BIOL 285L","3","Fund Human Anatmy &amp; Phys Lb II","1","","Lab","M","1900-2250","FORBES 2056","English, Eric","16","Open","8","24","","","","","",
"9136","BIOL 295","2","SPC TP: Tropical Eco &amp; Conserv","3","","Lec","MWF","0900-0950","FORBES 2070E","Sherwin, Richard","-12","Closed","12","0","","","","","",
"8062","BIOL 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","-2","Closed","16","14","","","","","",
"8063","BIOL 300","2","Biostats-Statstcl App Life Sci","3","","Lec","TR","0930-1045","FORBES 2090","Tombolato-Terzić, Denise","0","Closed","22","22","","","","","",
"8064","BIOL 301","1","Microbiology","3","","Lec","MW","1800-1915","FORBES 1022","Gustafson, Margaret","3","Open","45","48","","","","","",
"8065","BIOL 301L","1","Microbiology Laboratory","1","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed","24","24","","","","","",
"8066","BIOL 301L","2","Microbiology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed","24","24","","","","","",
"8136","BIOL 308","1","Plant Biology","4","","Lec","MWF","1000-1050","FORBES 1033","Primka, Edward","9","Open","10","19","","","","","",
"8137","BIOL 308L","1","Plant Biology Laboratory","0","","Lab","W","1300-1650","FORBES 1033","Primka, Edward","9","Open","10","19","","","","","",
"8067","BIOL 313","1","Genetics","3","","Lec","TR","1800-1915","FORBES 1022","Bogenpohl, James","32","Open","63","95","","","","","",
"8068","BIOL 315","1","Human Anatomy/Physiology II","3","","Lec","TR","0930-1045","FORBES 2070A","Grau, Harold","27","Open","12","39","","","","","",
"8069","BIOL 315","2","Human Anatomy/Physiology II","3","","Lec","TR","1100-1215","FORBES 2070E","Knight, William","1","Open","38","39","","","","","",
"8070","BIOL 315L","1","Human Anatmy/Physiology II Lab","1","","Lab","R","1330-1720","FORBES 2056","Grau, Harold","18","Open","6","24","","","","","",
"8071","BIOL 315L","2","Human Anatmy/Physiology II Lab","1","","Lab","W","1300-1650","FORBES 2056","Grau, Harold","6","Open","18","24","","","","","",
"8072","BIOL 315L","3","Human Anatmy/Physiology II Lab","1","","Lab","W","1900-2150","FORBES 2056","English, Eric","0","Closed","24","24","","","","","",
"8073","BIOL 319","1","Nutrition &amp; Energy Homeostasis","3","","Lec","TR","1800-1915","LUTR 121","Knight, William","2","Open","46","48","","","","","",
"8074","BIOL 326","1","Genomics, Proteomics &amp; Bioinfo","3","","Lec","MWF","1000-1050","FORBES 2070D","Tombolato-Terzić, Denise","14","Open","34","48","","","","","",
"8138","BIOL 365","1","Evolutionary Biology","3","","Lec","MWF","1000-1050","FORBES 2051","Thompson, Jessica","5","Open","19","24","","","","","",
"8139","BIOL 365","2","Evolutionary Biology","3","","Lec","MWF","1200-1250","FORBES 2051","Thompson, Jessica","1","Open","23","24","","","","","",
"8075","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","M","1300-1350","FORBES 3040","Bogenpohl, James","0","Closed","7","7","","","","","",
"9343","BIOL 391","10","WI: Junior Seminar","1","  WI","Lec","M","1300-1350","FORBES 2070E","Mavengere, William","0","Closed","7","7","","","","","",
"9344","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","M","1400-1450","FORBES 2070E","Mavengere, William","4","Open","3","7","","","","","",
"9345","BIOL 391","12","WI: Junior Seminar","1","  WI","Lec","M","1500-1550","FORBES 2070E","Mavengere, William","4","Open","3","7","","","","","",
"8076","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","M","1400-1450","FORBES 3040","Bogenpohl, James","-2","Closed","9","7","","","","","",
"8077","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","M","1500-1550","FORBES 3040","Bogenpohl, James","0","Closed","7","7","","","","","",
"8078","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 1015","Salazar, Anna","-1","Closed","8","7","","","","","",
"8079","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 1015","Salazar, Anna","0","Closed","7","7","","","","","",
"8080","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 1015","Salazar, Anna","3","Open","4","7","","","","","",
"8094","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2043","Burke, Russell","0","Closed","7","7","","","","","",
"8095","BIOL 391","8","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2043","Burke, Russell","-1","Closed","8","7","","","","","",
"8096","BIOL 391","9","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2043","Burke, Russell","0","Closed","7","7","","","","","",
"8097","BIOL 409","1","Comparative Anatomy Vert","4","","Lec","MWF","1200-1250","FORBES 2043","Collar, David","1","Open","23","24","","","","","",
"8098","BIOL 409L","1","Comp Anat Vert Lab","0","","Lab","M","1300-1650","FORBES 1039","Collar, David","1","Open","23","24","","","","","",
"8099","BIOL 418","1","Animal Behavior","3","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Richard","1","Open","23","24","","","","","",
"8081","BIOL 419","1","Exercise Physiology","3","","Lec","TR","1100-1215","FORBES 2014","Li, Zidong","22","Open","2","24","","","","","",
"8082","BIOL 419L","1","Exercise Physiology Lab","1","","Lab","R","1330-1720","ARR ","Li, Zidong","22","Open","2","24","","","","","",
"8083","BIOL 424L","1","Human Donor Experience II","1 - 2","","Lab","","","ARR ","Murgia, Carla","-9","Closed","9","0","","","","","",
"8084","BIOL 426","1","Human Biomechanics","3","","Lec","MWF","1200-1250","FORBES 2070C","Olmos, Alex","-3","Closed","27","24","","","","","",
"8085","BIOL 426L","1","Human Biomechanics Lab","1","","Lab","T","1800-2150","ARR ","Olmos, Alex","8","Open","16","24","","","","","",
"9236","BIOL 426L","2","Human Biomechanics Lab","1","","Lab","T","1330-1720","ARR ","Olmos, Alex","13","Open","11","24","","","","","",
"8100","BIOL 434","1","Marine Ecology","4","","Lec","TR","0930-1045","FORBES 2051","Burke, Russell","1","Open","17","18","","","","","",
"8101","BIOL 434L","1","Marine Ecology Lab","0","","Lab","R","1330-1720","FORBES 2051","Burke, Russell","1","Open","17","18","","","","","",
"8102","BIOL 435","1","Environmental Appl GIS","4","","Lec","TR","1100-1215","FORBES 2051","Whiting, Gary","0","Closed","16","16","","","","","",
"8103","BIOL 435L","1","Environmental Appl of GIS Lab","0","","Lab","T","1330-1720","FORBES 2051","Whiting, Gary","0","Closed","16","16","","","","","",
"8104","BIOL 440","1","Herpetology","4","","Lec","TR","0930-1045","FORBES 2043","Meyer, Michael","-2","Closed","21","19","","","","","",
"8105","BIOL 440L","1","Herpetology Laboratory","0","","Lab","F","1300-1650","FORBES 2043","Meyer, Michael","-2","Closed","21","19","","","","","",
"8086","BIOL 450","1","Environmental Microbiology","4","","Lec","MWF","1100-1150","LUTR 121","Knies, Jennifer","16","Open","27","43","","","","","",
"8087","BIOL 450L","1","Environmental Microbiology Lab","0","","Lab","M","1300-1650","FORBES 1002","Knies, Jennifer","0","Closed","19","19","","","","","",
"8088","BIOL 450L","2","Environmental Microbiology Lab","0","","Lab","F","1300-1650","FORBES 1002","Knies, Jennifer","11","Open","8","19","","","","","",
"8106","BIOL 454","1","Global Change","3","","Lec","R","1730-2020","FORBES 3012","Whiting, Gary","4","Open","10","14","","","","","",
"8089","BIOL 480","1","Molecular &amp; Cell Biol of Aging","3","","Lec","MWF","1100-1150","FORBES 1033","Salazar, Anna","10","Open","4","14","","","","","",
"8090","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","M","1000-1050","FORBES 1009","Salazar, Anna","-2","Closed","9","7","","","","","",
"8091","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1009","Salazar, Anna","-1","Closed","8","7","","","","","",
"8092","BIOL 491","3","WI: Senior Seminar","1","  WI","Lec","F","1000-1050","FORBES 1009","Salazar, Anna","-1","Closed","8","7","","","","","",
"8093","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","-2","Closed","9","7","","","","","",
"8107","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2051","Steven, Janet","-2","Closed","9","7","","","","","",
"8108","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2051","Steven, Janet","-2","Closed","9","7","","","","","",
"8109","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2051","Steven, Janet","-2","Closed","9","7","","","","","",
"9299","BIOL 492","1","IND ST: LCMS ECM Evaluation","2","","Ind","","","ARR ","Meighan, Christopher","-1","Closed","1","0","","","","","",
"9354","BIOL 492","10","IND ST: Flooding Effects Root","3","","Ind","","","ARR ","Primka, Edward","-1","Closed","1","0","","","","","",
"9357","BIOL 492","11","IND ST: Salinity Ground Water","1","","Ind","","","ARR ","Atkinson, Robert","-1","Closed","1","0","","","","","",
"9306","BIOL 492","2","IND ST: Herpetofauna of HR","2","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9307","BIOL 492","3","IND ST: MMP Insect Collection","1","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9308","BIOL 492","4","IND ST: Pop Density Foraging","1","","Ind","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"9314","BIOL 492","5","IND ST: VLM Animal Behavior","2","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9319","BIOL 492","6","IND ST: Survey of MMP","3","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9347","BIOL 492","7","IND ST: Contrasting Vegetation","3","","Ind","","","ARR ","Atkinson, Robert","-1","Closed","1","0","","","","","",
"9348","BIOL 492","8","IND ST: Calcium Storage Peatln","3","","Ind","","","ARR ","Atkinson, Robert","-1","Closed","1","0","","","","","",
"9353","BIOL 492","9","IND ST: Data Recording&amp; Analys","3","","Ind","","","ARR ","Primka, Edward","-1","Closed","1","0","","","","","",
"9149","BIOL 495","1","SPC TP: Exercise Tsting &amp; Pres","3","","Lec","TR","0930-1045","FORBES 3040","Li, Zidong","9","Open","6","15","","","","","",
"9241","BIOL 496","1","PRT: Riverside Surgical Volunt","3","","Pra","","","ARR ","Carney, Tiffany","-1","Closed","1","0","","","","","",
"9271","BIOL 496","2","PRT: EMT","2","","Pra","","","ARR ","Brown, Gwynne","-1","Closed","1","0","","","","","",
"9328","BIOL 496","3","PRT: Examination Athlete Devel","3","","Pra","","","ARR ","Carney, Tiffany","-1","Closed","1","0","","","","","",
"9340","BIOL 496","4","PRT: Patient Care Assistant","2","","Pra","","","ARR ","Brown, Gwynne","-1","Closed","1","0","","","","","",
"9379","BIOL 496","5","PRT: Shaodowing Physical Thera","3","","Pra","","","ARR ","Carney, Tiffany","-1","Closed","1","0","","","","","",
"9288","BIOL 499","1","IND ST: CNU-VCU Pauley Heart","1","","Ind","F","1300-1350","FORBES 2070A","Mitrano, Darlene","-3","Closed","3","0","","","","","",
"9362","BIOL 499","2","IND ST:Lab Assistant Biol 409L","2","","Ind","","","ARR ","Collar, David","-1","Closed","1","0","","","","","",
"9371","BIOL 499","3","IND ST: Red List Assessment","3","","Ind","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"8152","BUSN 101","1","Introduction to Business","3","","Lec","MW","1600-1715","MCM 164","Scheurer, James","1","Open","49","50","","","","","",
"8153","BUSN 101","2","Introduction to Business","3","","Lec","MW","1730-1845","MCM 164","Cagle, Andrew","0","Closed","50","50","","","","","",
"9250","BUSN 101","3","Introduction to Business","3","","Lec","TR","1800-1915","SERC 3395","Cagle, Andrew","3","Open","47","50","","","","","",
"8140","BUSN 231","1","Applied Business Statistics","3","","Lec","MWF","1100-1150","LUTR 123","Bazzani, Phillip","-6","Closed","36","30","","","","","",
"8141","BUSN 231","2","Applied Business Statistics","3","","Lec","MWF","1200-1250","LUTR 123","Bazzani, Phillip","-6","Closed","36","30","","","","","",
"8144","BUSN 231","3","Applied Business Statistics","3","","Lec","MWF","1000-1050","LUTR 123","Shaltayev, Dmitriy","-1","Closed","30","29","","","","","",
"8166","BUSN 231","5","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 123","Sixbey, Shannon","1","Open","29","30","","","","","",
"8167","BUSN 231","6","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 123","Sixbey, Shannon","1","Open","29","30","","","","","",
"9147","BUSN 231","7","Applied Business Statistics","3","","Lec","MWF","0900-0950","LUTR 123","Kirac, Emre","-2","Closed","26","24","","","","","",
"8148","BUSN 251","1","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","-2","Closed","30","28","","","","","",
"8149","BUSN 251","2","Business Law I","3","","Lec","TR","1800-1915","TRIB 208","Edgar, Frank","-2","Closed","30","28","","","","","",
"8170","BUSN 251","3","Business Law I","3","","Lec","MW","1600-1715","LUTR 142","Hatchett, Philip","-5","Closed","33","28","","","","","",
