CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"2067","LDSP 360","ON1","Promises &amp; Perils of Ambition","3","","Lec","","","ASY ","Cusher, Brent","1","Open","11","12","","","","","",
"2037","MATH 125","1","Elementary Statistics","3","  LLFM","Lec","MTWRF","0900-1215","LUTR 372","Morena, Matthew","18","Open","7","25","","","","","",
"2071","MATH 130","ON1","Adv Algebra &amp; Trigonometry","3","  LLFM","Lec","MTWRF","0900-1215","HYB ","Perry, James","11","Open","14","25","","","","","",
"2039","MUSC 205","ON1","Film Music","3","  AICE","Lec","","","ASY ","Rossum, Kelly","1","Open","23","24","","","","","",
"2064","MUSC 275","ON1","American Popular Music","3","  AICE","Lec","","","ASY ","Levine, Michael","1","Open","23","24","","","","","",
"2040","PHIL 207","ON1","Ethical Issues in Business","3","  LLFR","Lec","","","ASY ","Balay, Joey","1","Open","18","19","","","","","",
"2041","PHIL 326","ON1","WI: Philosophy in the Movies","3","  WI","Lec","","","ASY ","Silverman, Eric","-1","Closed","20","19","","","","","",
"2042","POLS 101","ON1","Power and Politics in America","3","  AIDE","Lec","MTWRF","0900-1215","SYN ","Camobreco, John","4","Open","15","19","","","","","",
"2043","PSYC 201","ON1","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MTWRF","1300-1615","SYN ","Gibbons, Jeffrey","5","Open","12","17","","","","","",
"2044","PSYC 202","ON1","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MTWRF","0900-1215","SYN ","Niehaus, Jeffrey","4","Open","13","17","","","","","",
"2045","PSYC 300","1","Statistical Appl-Soc Sci Rsrch","3","","Lec","MTWRF","0900-1215","FORBES 2090","Dow, Gayle","28","Open","6","34","","","","","",
"2047","PSYC 312","ON1","Educational Psychology","3","","Lec","MTWRF","1300-1615","SYN ","Dow, Gayle","9","Open","8","17","","","","","",
"2048","PSYC 408","ON1","Psychopharmacology","3","","Lec","MTWRF","0900-1215","SYN ","Lange, Michelle","1","Open","16","17","","","","","",
"2049","PSYC 408L","ON1","Psychopharmacology Lab","1","","Lab","MTWRF","1300-1615","SYN ","Lange, Michelle","1","Open","16","17","","","","","",
"2050","PSYC 490","1","WI: Senior Seminar in Psych","3","  WI","Lec","MTWRF","1300-1615","FORBES 2014","Hart, Jason","15","Open","2","17","","","","","",
"2051","RSTD 212","ON1","Religions of the West","3","  AIWT","Lec","","","ASY ","Timani, Hussam","6","Open","13","19","","","","","",
"2052","SOCL 220","ON1","Global Social Problems","3","  AIGM","Lec","","","ASY ","Garcia Sarduy, Yulia","0","Closed","12","12","","","","","",
"2053","SOCL 314","ON1","Education, Culture and Society","3","","Lec","","","ASY ","Waldron, Linda","0","Closed","12","12","","","","","",
"2055","SOCL 335","ON1","Race, Inequality, and Crime","3","","Lec","","","ASY ","Askew, LaQuana","0","Closed","5","5","","","","","",
"2054","SOCL 340","ON1","Statistics for Social Research","3","","Lec","","","ASY ","Harris, Jaime","-2","Closed","14","12","","","","","",
"2056","SPAN 200","ON1","Eff Comm in Spanish","3","  LLFL","Lec","MTWRF","0900-1215","SYN ","Anzzolin, Kevin","7","Open","12","19","","","","","",
"2057","SPAN 200","ON2","Eff Comm in Spanish","3","  LLFL","Lec","MTWRF","0900-1215","SYN ","Finley, Sarah","0","Closed","19","19","","","","","",
"2073","SPAN 200","ON3","Eff Comm in Spanish","3","  LLFL","Lec","MTWRF","0900-1215","SYN ","Valdez, Elena","2","Open","17","19","","","","","",
"2076","SPAN 200","ON4","Eff Comm in Spanish","3","  LLFL","Lec","MTWRF","0900-1215","SYN ","Deller, Camelia","11","Open","8","19","","","","","",
