CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"3002","COMM 311","ON1","Family Communication","3","","Lec","","","ASY ","Manning, Linda; Veksler, Alice","-2","Closed","14","12","","","","","Yes",
"3034","CPSC 250","ON1","Progrmng for Data Manipulation","3","","Lec","MTWRF","0900-1130","SYN ","Brash, Edward","-10","Closed","22","12","","","","","",
"3035","CPSC 250L","ON1","Prog for Data Manipulation Lab","1","","Lab","","","ASY ","Brash, Edward","-9","Closed","21","12","","","","","",
"3004","ECON 201","ON1","Principles of Macroeconomics","3","  LLFE","Lec","","","ASY ","Taylor, Travis","3","Open","16","19","","","","","",
"3049","ENGL 123","ON1","First-Year Writing Seminar","3","  LLFW","Lec","","","ASY ","Carney, Jason","1","Open","18","19","","","","","Yes",
"3005","ENGL 353","ON1","WI: Writing for the Profession","3","  WI","Lec","","","ASY ","Emmelhainz, Nicole","1","Open","18","19","","","","","Yes",
"3006","ENGL 501","1","Teaching Literature","3","","Lec","MTWRF","1200-1430","MCM 200C","Filetti, Jean","3","Open","3","6","","","","","Yes",
"3012","ENVS 699","1","Thesis Research","1 - 6","","Ind","","","ARR ","Lattanzio, Matthew","3","Open","7","10","","","","","Yes",
"3007","FNAR 535","1","Integrating the Visual Arts","3","","Lec","MTWRF","1600-1830","TFAC 325","Schnell, Heather","8","Open","4","12","","","","","Yes",
"3051","GEOG 210","ON1","Intro to Human Geography","3","","Lec","","","ASY ","Chapman, Thomas","1","Open","11","12","","","","","",
"3032","GEOG 570","1","World Geography for Teachers","3","","Lec","MTWRF","1800-2030","FORBES 2088","Hall, Marian","4","Open","4","8","","","","","Yes",
"3063","HIST 299","1","IND ST: Race, Mem &amp; Civ Right","1","","Ind","","","ARR ","Puaca, Laura","-1","Closed","1","0","","","","","",
"3042","HIST 491","ON1","Practicum","3","","Int","","","ASY ","Shuck-Hall, Sheri","5","Open","7","12","","","","","",
"3057","HIST 499","1","IND ST: Museum Exhibit Design","3","","Ind","","","ARR ","Shuck-Hall, Sheri","-1","Closed","1","0","","","","","",
"3047","MATH 125","ON1","Elementary Statistics","3","  LLFM","Lec","","","ASY ","Carpenter, Ryan","-4","Closed","29","25","","","","","",
"3055","MATH 125","ON2","Elementary Statistics","3","  LLFM","Lec","","","ASY ","Carpenter, Ryan","-2","Closed","27","25","","","","","",
"3054","MGMT 310","1","Leadership in Business","3","","Ind","","","ARR ","Schwartz, Shoshana","-1","Closed","1","0","","","","","",
"3038","PCSE 699","1","Thesis Research","1 - 9","","Ind","","","ARR ","Monaghan, Peter","7","Open","13","20","","","","","Yes",
"3008","PHIL 207","ON1","Ethical Issues in Business","3","  LLFR","Lec","","","ASY ","Tweedt, Christopher","0","Closed","18","18","","","","","Yes",
"3036","PHYS 151","ON1","College Physics I","3","  AINW","Lec","","","ASY ","Cole, Leon","1","Open","19","20","","","","","Yes",
"3037","PHYS 151L","ON1","College Physics I Laboratory","1","  AINW","Lab","","","ASY ","Cole, Leon","0","Closed","20","20","","","","","Yes",
"3023","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","MTWRF","1000-1230","FORBES 2090","Dow, Gayle","9","Open","10","19","","","","","",
"3024","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MTWRF","1245-1515","FORBES 2090","Dow, Gayle","9","Open","10","19","","","","","",
"3028","PSYC 315","ON1","Psychology-Abnormal Behavior","3","","Lec","MTWRF","1000-1230","SYN ","Riggins, Earl","31","Open","4","35","","","","","",
"3043","PSYC 327","ON1","Theories &amp; Prin of Child Devel","3","","Lec","MTWRF","0900-1130","HYB ","Hunter, Laurie","28","Open","7","35","","","","","",
"3025","PSYC 336","1","Death, Dying, &amp; Bereavement","3","","Lec","MTWRF","1000-1230","FORBES 2070A","Lee, Sherman","28","Open","7","35","","","","","",
"3029","PSYC 535","1","Exceptional Learner","3","","Lec","MTWRF","1830-2100","FORBES 2070C","Sulzberger, Robert","13","Open","5","18","","","","","",
"3031","SOCL 205","ON1","Sociological Foundations","3","","Lec","","","ASY ","Keener, Steven","-2","Closed","14","12","","","","","",
"3033","SOCL 501","ON1","Multicultural Diversity &amp; Educ","3","","Lec","","","ASY ","Finn Slaoui, Pauline","-5","Closed","17","12","","","","","Yes",
"3040","TCHG 516","2","Curriculum and Instruction I","2","","Lec","MTWR","1630-1820","MCM 160","Connell, Cynthia","-1","Closed","15","14","","","","","",
"3041","TCHG 516","3","Curriculum and Instruction I","2","","Lec","MTWR","1330-1520","MCM 212","Ward, Karyn","0","Closed","19","19","","","","","",
