CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"3030","PCSE 699","1","Thesis Research","1 - 9","","Ind","","","ARR ","Monaghan, Peter","3","Open","12","15","","","","","",
"3031","PHIL 207","ON1","Ethical Issues in Business","3","  LLFR","Lec","","","ASY ","Tweedt, Christopher","2","Open","17","19","","","","","",
"3059","PHIL 499","ON1","IND ST: Islamic Thought","3","","Ind","","","ASY ","Timani, Hussam","-1","Closed","1","0","","","","","",
"3032","PHYS 151","ON1","College Physics I","3","  AINW","Lec","","","ASY ","Cole, Leon","-6","Closed","21","15","","","","","",
"3033","PHYS 151L","ON1","College Physics I Laboratory","1","  AINW","Lab","","","ASY ","Cole, Leon","-2","Closed","17","15","","","","","",
"3034","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","MTWRF","1000-1230","FORBES 2090","Dow, Gayle","11","Open","8","19","","","","","",
"3035","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MTWRF","1245-1515","FORBES 2090","Dow, Gayle","11","Open","8","19","","","","","",
"3039","PSYC 327","ON1","Theories &amp; Prin of Child Devel","3","","Lec","MTWRF","0900-1130","HYB ","Sulzberger, Robert","27","Open","8","35","","","","","",
"3036","PSYC 336","1","Death, Dying, &amp; Bereavement","3","","Lec","MTWRF","1000-1230","FORBES 2070A","Lee, Sherman","33","Open","2","35","","","","","",
"3037","PSYC 490","1","WI: Senior Seminar in Psych","3","  WI","Lec","MTWRF","1330-1600","FORBES 2088","Riggins, Earl","17","Open","2","19","","","","","",
"3040","PSYC 535","1","Exceptional Learner","3","","Lec","MTWRF","1930-2200","FORBES 2070C","Sulzberger, Robert","11","Open","7","18","","","","","",
"3041","SOCL 205","ON1","Sociological Foundations","3","  AIWT","Lec","","","ASY ","Keener, Steven","-5","Closed","17","12","","","","","",
"3042","SOCL 501","ON1","Multicultural Diversity &amp; Educ","3","","Lec","","","ASY ","Devereaux, Taylor","7","Open","8","15","","","","","",
"3044","TCHG 516","2","Curriculum and Instruction I","2","","Lec","MTWR","1600-1750","MCM 160","Connell, Cynthia","1","Open","11","12","","","","","",
"3045","TCHG 516","3","Curriculum and Instruction I","2","","Lec","MTWR","1330-1520","MCM 207","Ward, Karyn","0","Closed","9","9","","","","","",
"3051","TCHG 516","4","Curriculum and Instruction I","2","","Lec","MTWR","1730-1920","MCM 257","Smith, Danielle","4","Open","8","12","","","","","",
