CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"8386","ACCT 570","1","Data Management &amp; Analytics","3","","Lec","MW","1600-1715","LUTR 123","Chen, Xian","10","Open","5","15","","","","","",
"8390","ACCT 572","1","Cybr Security for Finc &amp; Acct","3","","Lec","MW","1930-2045","LUTR 269","Marlowe, Kevin","14","Open","6","20","","","","","",
"9068","AMST 100","1M","The American Experiment","3","  AIDE","Lec","TR","1330-1445","MCM 101","White, Jonathan","3","Open","117","120","","","","","Yes",
"9121","AMST 100","4M","The American Experiment","3","  AIDE","Lec","MW","1600-1715","MCM 260","Morrison, Jeffry","0","Closed","30","30","","","","","Yes",
"9072","AMST 100","5M","The American Experiment","3","  AIDE","Lec","MWF","1100-1150","MCM 310","Kaufer Busch, Elizabeth","1","Open","29","30","","","","","Yes",
"9076","AMST 120","1","Encounters w/ the Constitution","3","  AIDE","Lec","TR","0930-1045","MCM 257","White, Jonathan","3","Open","19","22","","","","","Yes",
"9103","AMST 120","2","Encounters w/ the Constitution","3","  AIDE","Lec","MW","1600-1715","MCM 360","Alexander, Jacob","2","Open","20","22","","","","","Yes",
"9077","AMST 120","2M","Encounters w/ the Constitution","3","  AIDE","Lec","TR","1630-1745","MCM 216","Mims, William","0","Closed","26","26","","","","","Yes",
"9078","AMST 200","1","American Experiemnt: Evolution","3","  AIWT","Lec","TR","1330-1445","MCM 160","Morrison, Jeffry","3","Open","23","26","","","","","Yes",
"9079","AMST 200","2","American Experiemnt: Evolution","3","  AIWT","Lec","TR","1500-1615","MCM 101","Morrison, Jeffry","4","Open","22","26","","","","","Yes",
"9081","AMST 245","1","Introduction to American Law","3","","Lec","TR","1100-1215","FERG 208","Mims, William","0","Closed","26","26","","","","","Yes",
"9082","AMST 380","1","Grand Strategy &amp; American Repu","3","","Lec","TR","1630-1745","MCM 307","McCarthy, William","11","Open","11","22","","","","","",
"9083","AMST 490","1","WI: Capstone Sem-Amer Studies","3","  WI","Lec","MWF","1000-1050","MCM 164","Kaufer Busch, Elizabeth","-3","Closed","15","12","","","","","",
"9333","AMST 499","1","IND ST: The First Amendment","3","","Ind","","","ARR ","Kaufer Busch, Elizabeth","-1","Closed","1","0","","","","","",
"8001","ANTH 200","1M","Human Adaptation","3","  AINW","Lec","TR","0930-1045","LUTR 170","Loy, Christopher","8","Open","31","39","","","","","",
"8002","ANTH 203","1M","Cultural Anthropology","3","  AIGM","Lec","TR","0800-0915","LUTR 121","Palmer, Seth","13","Open","86","99","","","","","",
"8003","ANTH 309","1","Migration Displacmnt &amp; Refugee","3","  AIGM","Lec","MWF","1200-1250","LUTR 170","Timmer, Andria","0","Closed","10","10","","","","","",
"8004","ANTH 325","1","Food and Society","3","  AIGM","Lec","MWF","1500-1550","LUTR 170","Timmer, Andria","-5","Closed","15","10","","","","","",
"9107","ANTH 395"," 1","SPC TP: Rise of Civiliazations","3","","Lec","MWF","1100-1150","LUTR 137","Loy, Christopher","1","Open","18","19","","","","","",
"9168","ANTH 491","1","Internship in Anthropology","3","","Int","","","ARR ","Loy, Christopher","-2","Closed","2","0","","","","","",
"9329","ANTH 499","1","IND ST: Historical Anth Salem","3","","Ind","","","ARR ","Palmer, Seth","-1","Closed","1","0","","","","","",
"8411","ARAB 101","1M","Beginning Arabic I","3","","Lec","MWF","1000-1050","MCM 364","Obeid, Diana","1","Open","21","22","","","","","Yes",
"8412","ARAB 101","2","Beginning Arabic I","3","","Lec","MWF","1200-1250","MCM 360","Obeid, Diana","1","Open","21","22","","","","","Yes",
"8413","ARAB 201","1R","Intermediate Arabic I","3","  LLFL","Lec","MWF","1300-1350","MCM 360","Obeid, Diana","-2","Closed","26","24","","","","","Yes",
"9130","BASN 431","1","Applied Music: Bassoon","1","","Lab","","","ARR ","Savige, David","-1","Closed","1","0","","","","","",
"9044","BCHM 414","1","Biochemistry I","3","","Lec","MWF","0900-0950","FORBES 2015","Gustafson, Margaret","10","Open","38","48","","","","","",
"9045","BCHM 414L","1","Biochemistry I Lab","1","","Lab","F","1300-1650","FORBES 3048","Gustafson, Margaret","14","Open","10","24","","","","","",
"9046","BCHM 414L","2","Biochemistry I Lab","1","","Lab","W","1300-1650","FORBES 3048","Gustafson, Margaret","3","Open","21","24","","","","","",
"8051","BIOL 107","1M","General Biology I","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Abraham, Barbara","1","Open","94","95","","","","","",
"8052","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","1","Open","23","24","","","","","",
"8053","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8054","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","3","Open","21","24","","","","","",
"8055","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","2","Open","22","24","","","","","",
"8056","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8057","BIOL 109L","6M","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Lundquist, Adam","2","Open","22","24","","","","","",
"8058","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8059","BIOL 109L","8","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"9047","BIOL 113","1M","Topics in Medicine and Health","3","  AINW","Lec","MW","1800-1915","MCM 101","Tudor, Kaitlyn","3","Open","92","95","","","","","",
"8060","BIOL 115","1M","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MW","1800-1915","FORBES 1022","Ahedor, Adoja","6","Open","89","95","","","","","",
"8005","BIOL 211","1R","Principles of Biology I","3","","Lec","MWF","1200-1250","MCM 101","Meighan, Christopher","-9","Closed","57","48","","","","","",
"8006","BIOL 211","2M","Principles of Biology I","3","","Lec","MWF","1300-1350","FORBES 2070D","Burket, Jessica","2","Open","46","48","","","","","",
"9048","BIOL 211","3M","Principles of Biology I","3","","Lec","TR","1100-1215","FORBES 2070E","Brown, Gwynne","4","Open","44","48","","","","","",
"9049","BIOL 211","4M","Principles of Biology I","3","","Lec","MWF","0800-0850","FORBES 2070E","Burket, Jessica","2","Open","46","48","","","","","",
"9261","BIOL 211L","1","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Shinde, Megha","0","Closed","24","24","","","","","",
"8007","BIOL 211L","1R","Principles of Biology I Lab","1","","Lab","M","1800-2150","FORBES 1009","Feizy, Zahra","0","Closed","24","24","","","","","",
"8008","BIOL 211L","2R","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Henretta, Leah","0","Closed","24","24","","","","","",
"8009","BIOL 211L","3R","Principles of Biology I Lab","1","","Lab","T","0800-1150","FORBES 1009","Guidicelli-Gadea, Lourdes","0","Closed","24","24","","","","","",
"8010","BIOL 211L","4R","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","0","Closed","24","24","","","","","",
"8011","BIOL 211L","5","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Pirtle, Annette","1","Open","23","24","","","","","",
"8012","BIOL 211L","6","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzić, Denise","1","Open","23","24","","","","","",
"8061","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070D","Thompson, Jessica","20","Open","28","48","","","","","",
"8062","BIOL 212","2","Principles of Biology II","3","","Lec","MWF","1000-1050","FORBES 2015","Harwell, Heather","1","Open","47","48","","","","","",
"8063","BIOL 212","3","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 3014","Meyer, Michael","0","Closed","24","24","","","","","",
"8064","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","0","Closed","24","24","","","","","Yes",
"8065","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","R","0800-1150","FORBES 1027","Haymond, Shauna","5","Open","19","24","","","","","Yes",
"8066","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","W","1300-1650","FORBES 1002","Haymond, Shauna; Newman, Austin","7","Open","17","24","","","","","Yes",
"8067","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Haymond, Shauna; Newman, Austin","7","Open","17","24","","","","","Yes",
"8068","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1027","Haymond, Shauna","6","Open","18","24","","","","","Yes",
"8069","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 2070E","Collar, David","-21","Closed","45","24","","","","","",
"8070","BIOL 213","2A","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070D","Primka, Edward; Burke, Russell","18","Open","30","48","","","","","",
"8071","BIOL 213","3B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070E","Burke, Russell; Primka, Edward","21","Open","27","48","","","","","",
"8072","BIOL 213L","1A","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1033","Primka, Edward; Smalls, Mikyler; Baker, Natalie; Ahedor, Adjoa","12","Open","12","24","","","","","Yes",
"8073","BIOL 213L","1B","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1039","Ahedor, Adjoa; Smalls, Mikyler; Primka, Edward; Baker, Natalie","2","Open","22","24","","","","","Yes",
"8074","BIOL 213L","2A","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1033","Primka, Edward; Smalls, Mikyler; Baker, Natalie; Ahedor, Adjoa","9","Open","15","24","","","","","Yes",
"8075","BIOL 213L","2B","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1039","Ahedor, Adjoa; Smalls, Mikyler; Primka, Edward; Baker, Natalie","5","Open","19","24","","","","","Yes",
"8076","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1039","Ahedor, Adjoa; Smalls, Mikyler; Primka, Edward; Baker, Natalie","0","Closed","24","24","","","","","Yes",
"8013","BIOL 250","1","Intro to Kinesiology","3","","Lec","MWF","0800-0850","FORBES 3012","Feizy, Zahra","16","Open","23","39","","","","","",
"8014","BIOL 284","1","Fund Human Anatmy &amp; Phys I","3","","Lec","TR","0930-1045","FORBES 1022","Knight, William","-10","Closed","58","48","","","","","",
"8015","BIOL 284L","1","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","T","1330-1720","FORBES 2056","Knight, William","1","Open","23","24","","","","","",
"8016","BIOL 284L","2","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","R","1800-2150","FORBES 2056","Knight, William","3","Open","21","24","","","","","",
"9204","BIOL 284L","3","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","T","1800-2150","FORBES 2056","Patterson, Anna","11","Open","13","24","","","","","",
"9269","BIOL 295","1","SPC TP: Strength &amp; Conditionin","3","","Lec","MWF","1100-1150","FORBES 2088","Olmos, Alex","0","Closed","13","13","","","","","",
"8017","BIOL 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","-1","Closed","13","12","","","","","",
"8018","BIOL 300","2","Biostats-Statstcl App Life Sci","3","","Lec","TR","0930-1045","LUTR 109","Tombolato-Terzić, Denise","-5","Closed","17","12","","","","","",
"8019","BIOL 301","1","Microbiology","3","","Lec","MWF","0900-0950","FORBES 1027","Knies, Jennifer","6","Open","18","24","","","","","",
"8020","BIOL 301","2","Microbiology","3","","Lec","MWF","1000-1050","FORBES 2070D","Knies, Jennifer","1","Open","47","48","","","","","",
"8021","BIOL 301L","1","Microbiology Laboratory","1","","Lab","M","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed","24","24","","","","","",
"8022","BIOL 301L","2","Microbiology Laboratory","1","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","2","Open","22","24","","","","","",
"8077","BIOL 306","1","Environmental Conservation","3","","Lec","MWF","1100-1150","FORBES 2051","Atkinson, Robert","0","Closed","24","24","","","","","",
"8078","BIOL 306L","1","Environmental Conservation Lab","1","","Lab","W","1300-1650","FORBES 2051","Atkinson, Robert","11","Open","13","24","","","","","",
"8023","BIOL 307","1","Cell Biology","3","","Lec","TR","0930-1045","FORBES 2070E","Meighan, Christopher","2","Open","46","48","","","","","",
"8024","BIOL 307","2","Cell Biology","3","","Lec","TR","0800-0915","FORBES 2070E","Meighan, Christopher","25","Open","23","48","","","","","",
"8025","BIOL 307L","1","Cell Biology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Tombolato-Terzić, Denise","3","Open","21","24","","","","","",
"8026","BIOL 307L","2","Cell Biology Laboratory","1","","Lab","R","1330-1720","FORBES 1015","Tombolato-Terzić, Denise","17","Open","7","24","","","","","",
"8079","BIOL 310","1","Plant Systematics","4","","Lec","MWF","1000-1050","FORBES 1033","Steven, Janet","6","Open","15","21","","","","","",
"8080","BIOL 310L","1","Plant Systematics Lab","0","","Lab","M","1300-1650","FORBES 1033","Steven, Janet","6","Open","15","21","","","","","",
"8027","BIOL 313","1","Genetics","3","","Lec","TR","1500-1615","FORBES 2070D","Bogenpohl, James","15","Open","33","48","","","","","",
"8028","BIOL 314","1","Human Anatomy/Physiology I","3","","Lec","TR","0930-1045","FORBES 2070C","Grau, Harold","9","Open","30","39","","","","","",
"8029","BIOL 314","2","Human Anatomy/Physiology I","3","","Lec","TR","1100-1215","FORBES 2015","Knight, William","2","Open","46","48","","","","","",
"8030","BIOL 314L","1","Human Anatomy/Physiology I Lab","1","","Lab","M","1300-1650","FORBES 2056","Grau, Harold","3","Open","21","24","","","","","",
"8031","BIOL 314L","2","Human Anatomy/Physiology I Lab","1","","Lab","R","1330-1720","FORBES 2056","Grau, Harold","7","Open","17","24","","","","","",
"8032","BIOL 314L","3","Human Anatomy/Physiology I Lab","1","","Lab","W","1300-1650","FORBES 2056","Grau, Harold","2","Open","22","24","","","","","",
"9198","BIOL 314L","4","Human Anatomy/Physiology I Lab","1","","Lab","W","1900-2250","FORBES 2056","English, Eric","8","Open","16","24","","","","","",
"8033","BIOL 319","1","Nutrition &amp; Energy Homeostasis","3","","Lec","TR","1100-1215","MCM 262","Feizy, Zahra","2","Open","37","39","","","","","",
"8081","BIOL 370","1","Macroevolution","3","","Lec","MWF","1200-1250","FORBES 2043","Collar, David","0","Closed","24","24","","","","","",
"8034","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","M","1300-1350","FORBES 3048","Bogenpohl, James","-1","Closed","8","7","","","","","Yes",
"9190","BIOL 391","10","WI: Junior Seminar","1","  WI","Lec","M","1300-1350","FORBES 2043","Salazar, Anna","0","Closed","7","7","","","","","",
"9191","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1002","Li, Zidong","0","Closed","7","7","","","","","",
"8035","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","M","1400-1450","FORBES 3048","Bogenpohl, James","0","Closed","7","7","","","","","Yes",
"8036","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","M","1500-1550","FORBES 3048","Bogenpohl, James","0","Closed","7","7","","","","","Yes",
"8037","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1009","Salazar, Anna","0","Closed","7","7","","","","","Yes",
"8038","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1009","Salazar, Anna","0","Closed","7","7","","","","","Yes",
"8039","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1009","Salazar, Anna","0","Closed","7","7","","","","","Yes",
"8082","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2043","Burke, Russell","-1","Closed","8","7","","","","","Yes",
"8083","BIOL 391","8","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2043","Burke, Russell","-1","Closed","8","7","","","","","Yes",
"8084","BIOL 391","9","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2043","Burke, Russell","-1","Closed","8","7","","","","","Yes",
"9117","BIOL 395","1","SPC TP: Molecular Biol Behavio","3","","Lec","MWF","1200-1250","FORBES 3012","Salazar, Anna","9","Open","3","12","","","","","",
"8085","BIOL 403","1","Marine Biology","3","","Lec","TR; TR","1100-1215; 1100-1215","FORBES 2043; LUTR 347","Harwell, Heather","6","Open","18","24","","","","","",
"8086","BIOL 407","1","General Ecology","4","","Lec","TR","1100-1215","FORBES 2051","Whiting, Gary","4","Open","18","22","","","","","",
"8087","BIOL 407L","1","General Ecology Laboratory","0","","Lab","R","1330-1720","FORBES 2051","Whiting, Gary","4","Open","18","22","","","","","",
"8040","BIOL 411","1","Immunology","3","","Lec","TR","1500-1615","FORBES 2070C","Brown, Gwynne","9","Open","30","39","","","","","",
"8041","BIOL 419","1","Exercise Physiology","3","","Lec","TR","1100-1215","MCM 164","Li, Zidong","20","Open","28","48","","","","","",
"8042","BIOL 419L","1","Exercise Physiology Lab","1","","Lab","T","1800-2150","ARR ","Li, Zidong","6","Open","18","24","","","","","",
"8043","BIOL 419L","2","Exercise Physiology Lab","1","","Lab","W","1300-1650","ARR ","Li, Zidong","14","Open","10","24","","","","","",
"8044","BIOL 423L","1","Human Donor Experience I","1 - 2","","Lab","","","ARR ","Murgia, Carla","-8","Closed","8","0","","","","","",
"8045","BIOL 426","1","Human Biomechanics","3","","Lec","TR","1330-1445","FORBES 2070D","Olmos, Alex","18","Open","6","24","","","","","",
"8046","BIOL 426L","1","Human Biomechanics Lab","1","","Lab","M","1300-1650","FORBES 1055","Olmos, Alex","18","Open","6","24","","","","","",
"8088","BIOL 457","1","Entomology","4","","Lec","TR","0800-0915","FORBES 2043","Meyer, Michael","4","Open","15","19","","","","","",
"8089","BIOL 457L","1","Entomology Lab","0","","Lab","F","1300-1650","FORBES 2043","Meyer, Michael","4","Open","15","19","","","","","",
"8090","BIOL 465","1","Fish Biology","3","","Lec","TR","0930-1045","FORBES 2043","Thompson, Jessica","0","Closed","19","19","","","","","",
"8091","BIOL 465L","1","Fish Biology Laboratory","1","","Lab","T","1330-1720","FORBES 2043","Thompson, Jessica","0","Closed","19","19","","","","","",
"8047","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","-2","Closed","9","7","","","","","Yes",
"8048","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","M","1200-1250","FORBES 1027","Knies, Jennifer","0","Closed","7","7","","","","","Yes",
"8049","BIOL 491","3","WI: Senior Seminar","1","  WI","Lec","W","1200-1250","FORBES 1027","Knies, Jennifer","1","Open","6","7","","","","","Yes",
"8050","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","F","1200-1250","FORBES 1027","Knies, Jennifer","1","Open","6","7","","","","","Yes",
"8092","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2051","Whiting, Gary","5","Open","2","7","","","","","Yes",
"8093","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2051","Whiting, Gary","4","Open","3","7","","","","","Yes",
"8094","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","W","1000-1050","FORBES 2051","Whiting, Gary","1","Open","6","7","","","","","Yes",
"9186","BIOL 492","1","IND ST:Biodiversity of Ecuador","3","","Ind","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"9188","BIOL 492","2","IND ST: LCMS ECM Evaluation","3","","Ind","","","ARR ","Meighan, Christopher","-2","Closed","2","0","","","","","",
"9274","BIOL 492","3","IND ST: Climate Change on AP","2","","Ind","","","ARR ","Collar, David","-1","Closed","1","0","","","","","",
"9302","BIOL 492","4","IND ST:Resrch Exp Fear to Hope","2","","Ind","","","ARR ","Atkinson, Robert","-1","Closed","1","0","","","","","",
"9303","BIOL 492","5","IND ST: UV and Behavior","3","","Ind","","","ARR ","Lattanzio, Matthew","-1","Closed","1","0","","","","","",
"9317","BIOL 492","6","IND ST: Fear to Hope","3","","Ind","","","ARR ","Atkinson, Robert","-1","Closed","1","0","","","","","",
"9324","BIOL 492","7","IND ST: Spiders Mariner&#39;s Muse","2","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9187","BIOL 496","1","PRT: RRMC Emergncy Dept Tech","3","","Pra","","","ARR ","Brown, Gwynne","-1","Closed","1","0","","","","","",
"9312","BIOL 496","2","PRT: Busch Garden Zoological","3","","Pra","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","","",
"9224","BIOL 499","1","IND ST: Examining Recovery","3","","Ind","","","ARR ","Olmos, Alex","-1","Closed","1","0","","","","","",
"9229","BIOL 499","2","IND ST:Influence of Sleep Qual","3","","Ind","","","ARR ","Olmos, Alex","-1","Closed","1","0","","","","","",
"9277","BIOL 499","3","IND ST:Fasted Versus on Muscle","1","","Ind","","","ARR ","Olmos, Alex","-1","Closed","1","0","","","","","",
"9313","BIOL 499","4","IND ST: Gene Expression Marker","1","","Ind","","","ARR ","Knight, William","-1","Closed","1","0","","","","","",
"9314","BIOL 499","5","IND ST: Gene Expression Marker","3","","Ind","","","ARR ","Knight, William","-1","Closed","1","0","","","","","",
"8422","BUSN 101","1M","Introduction to Business","3","","Lec","TR","0930-1045","LUTR 121","Donaldson, William","0","Closed","49","49","","","","","",
"8435","BUSN 101","2M","Introduction to Business","3","","Lec","MW","1600-1715","LUTR 269","Hansen, Bradley","2","Open","47","49","","","","","",
"8436","BUSN 101","3M","Introduction to Business","3","","Lec","MW","1800-1915","LUTR 269","Manspile, Randal","0","Closed","49","49","","","","","",
"8418","BUSN 231","1","Applied Business Statistics","3","","Lec","MWF","1000-1050","LUTR 105","Cheney, Lonnie","-2","Closed","26","24","","","","","",
"8419","BUSN 231","2","Applied Business Statistics","3","","Lec","MWF","1100-1150","LUTR 105","Cheney, Lonnie","-4","Closed","28","24","","","","","",
"8445","BUSN 231","3","Applied Business Statistics","3","","Lec","MWF","1100-1150","LUTR 109","Shaltayev, Dmitriy","-3","Closed","27","24","","","","","",
"8446","BUSN 231","4","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 123","Sixbey, Shannon","-3","Closed","27","24","","","","","",
"8447","BUSN 231","5","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 123","Sixbey, Shannon","-7","Closed","31","24","","","","","",
"8423","BUSN 251","1","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","-1","Closed","25","24","","","","","",
"8424","BUSN 251","2","Business Law I","3","","Lec","TR","1800-1915","TRIB 208","Edgar, Frank","-3","Closed","27","24","","","","","",
"8425","BUSN 251","3","Business Law I","3","","Lec","MW","1730-1845","MCM 164","Hansen, Bradley","-1","Closed","25","24","","","","","",
"8452","BUSN 251","4","Business Law I","3","","Lec","MWF","1300-1350","FORBES 3014","Hatchett, Philip","0","Closed","24","24","","","","","",
"8453","BUSN 251","5","Business Law I","3","","Lec","MWF","1500-1550","FORBES 2014","Hatchett, Philip","0","Closed","24","24","","","","","",
"8432","BUSN 276","1","Software Applications for Busn","3","","Lec","MWF","0800-0850","LUTR 123","Kirac, Emre","17","Open","23","40","","","","","",
"8433","BUSN 276","2","Software Applications for Busn","3","","Lec","MWF","0900-0950","LUTR 123","Kirac, Emre","0","Closed","40","40","","","","","",
"8434","BUSN 276","3","Software Applications for Busn","3","","Lec","MWF","1100-1150","LUTR 123","Kirac, Emre","-2","Closed","42","40","","","","","",
"8437","BUSN 300","1","Organizational Behavior","3","","Lec","TR","0930-1045","FORBES 2070A","Manspile, Randal","-7","Closed","31","24","","","","","",
"8442","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","1100-1150","FORBES 2014","Schwartz, Shoshana","-6","Closed","30","24","","","","","",
"8443","BUSN 300","3","Organizational Behavior","3","","Lec","MWF","1200-1250","FORBES 2014","Schwartz, Shoshana","-5","Closed","29","24","","","","","",
"8444","BUSN 300","4","Organizational Behavior","3","","Lec","MWF","1400-1450","LUTR 137","Schwartz, Shoshana","-3","Closed","27","24","","","","","",
"8415","BUSN 303","1","Fundamentals of Business","3","","Lec","MWF","1500-1550","FORBES 3012","Bazzani, Phillip","-15","Closed","39","24","","","","","",
