CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"8014","AMST 350","1","Sex, Law and Society","3","","Lec","MWF","1000-1050","MCM 257","Kaufer Busch, Elizabeth","2","Open","17","19","","","","","Yes",
"9336","AMST 399","1","IND ST: Translatn in Practice","1","","Ind","","","ARR ","Garmon, Frank","-1","Closed","1","0","","","","","",
"8015","AMST 490","1","WI: Capstone Sem-Amer Studies","3","  WI","Lec","TR","1100-1215","LUTR 352","Garmon, Frank","0","Closed","19","19","","","","","Yes",
"8016","ANTH 200","1","Human Adaptation","3","  AINW","Lec","MWF","1400-1450","LUTR 170","Loy, Christopher","5","Open","40","45","","","","","Yes",
"8018","ANTH 203","1","Cultural Anthropology","3","  AIGM","Lec","TR","1330-1445","MCM 114","Palmer, Seth","3","Open","32","35","","","","","",
"8019","ANTH 203","2","Cultural Anthropology","3","  AIGM","Lec","TR","1500-1615","MCM 114","Palmer, Seth","3","Open","32","35","","","","","",
"8020","ANTH 310","1","Fear and Magic","3","","Lec","TR","0930-1045","LUTR 131","Palmer, Seth","1","Open","18","19","","","","","Yes",
"8021","ANTH 315","1","Health and Healing","3","","Lec","TR","1100-1215","LUTR 121","Baird, Andrew","0","Closed","9","9","","","","","Yes",
"9234","ANTH 325","S18","SA: Food and Culture","3","  AIGM","Lec","","","ARR ","Timmer, Andria","-12","Closed","12","0","","","","","",
"8022","ANTH 331","1","Environment, Culture &amp; Society","3","","Lec","MWF","0900-0950","FORBES 2088","Loy, Christopher","-1","Closed","20","19","","","","","Yes",
"9198","ANTH 491","1","Internship in Anthropology","3","","Int","","","ARR ","Loy, Christopher","-1","Closed","1","0","","","","","",
"9324","ANTH 499","1","IND ST: Ethnographic Analysis","3","","Ind","","","ARR ","Loy, Christopher","-1","Closed","1","0","","","","","",
"8023","ARAB 102","1","Beginning Arabic II","3","","Lec","MWF","1000-1050","TRIB 1210","Obeid, Diana","7","Open","12","19","","","","","Yes",
"8024","ARAB 102","2","Beginning Arabic II","3","","Lec","MWF","1200-1250","MCM 314","Obeid, Diana","0","Closed","19","19","","","","","Yes",
"8025","ARAB 202","1","Intermediate Arabic II","3","  LLFL","Lec","MWF","1300-1350","MCM 314","Obeid, Diana","13","Open","6","19","","","","","Yes",
"9096","BASN 332","1","Applied Music: Bassoon","1","","Lab","","","ARR ","Savige, David","-1","Closed","1","0","","","","","",
"8026","BCHM 410","1","Medical Biochemistry","3","","Lec","MWF","1100-1150","MCM 260","Cole, Kathryn","23","Open","25","48","","","","","",
"8027","BCHM 415","1","Biochemistry II","3","","Lec","MWF","0900-0950","FORBES 3012","Cole, Kathryn","17","Open","26","43","","","","","Yes",
"8028","BCHM 415L","1","Biochemistry II Lab","1","","Lab","F","1300-1650","FORBES 3040","Thorsen, Amanda","12","Open","12","24","","","","","Yes",
"8075","BIOL 108","1","General Biology II","3","  AINW","Lec","TR","1800-1915","LUTR 121","Abraham, Barbara","0","Closed","95","95","","","","","",
"8095","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8096","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8097","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8098","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8099","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, Adam","2","Open","22","24","","","","","",
"8100","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","0","Closed","24","24","","","","","",
"8101","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8102","BIOL 109L","8","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed","24","24","","","","","",
"8076","BIOL 115","1","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MWF","1200-1250","MCM 101","Atkinson, Robert","-4","Closed","99","95","","","","","Yes",
"8029","BIOL 211","1","Principles of Biology I","3","","Lec","MWF","0800-0850","MCM 114","Burket, Jessica","0","Closed","48","48","","","","","",
"8030","BIOL 211","2","Principles of Biology I","3","","Lec","TR","1500-1615","FORBES 2070D","Brown, Gwynne","6","Open","42","48","","","","","",
"8031","BIOL 211","3","Principles of Biology I","3","","Lec","TR","1100-1215","FORBES 2070D","Brown, Gwynne","2","Open","46","48","","","","","",
"8057","BIOL 211L","1","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzić, Denise","2","Open","22","24","","","","","",
"8058","BIOL 211L","2","Principles of Biology I Lab","1","","Lab","T","0800-1150","FORBES 1009","Guidicelli-Gadea, Lourdes","14","Open","10","24","","","","","",
"8059","BIOL 211L","3","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","2","Open","22","24","","","","","",
"8060","BIOL 211L","4","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Pirtle, Annette","1","Open","23","24","","","","","",
"8061","BIOL 211L","5","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Schultz, Andreanna","7","Open","17","24","","","","","",
"8062","BIOL 211L","6","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Tombolato-Terzić, Denise","2","Open","22","24","","","","","",
"8077","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070E","Meyer, Michael","30","Open","18","48","","","","","",
"8078","BIOL 212","2","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2070D","Thompson, Jessica","9","Open","39","48","","","","","",
"8079","BIOL 212","3","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 2074","Thompson, Jessica","0","Closed","24","24","","","","","",
"8103","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1027","Haymond, Shauna","13","Open","11","24","","","","","Yes",
"8104","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Lattanzio, Matthew; Arena, Alex","12","Open","12","24","","","","","Yes",
"8105","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1002","Lattanzio, Matthew; Arena, Alex","5","Open","19","24","","","","","Yes",
"8106","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","W","1300-1650","FORBES 1027","Lattanzio, Matthew; Arena, Alex","8","Open","16","24","","","","","Yes",
"8107","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","2","Open","22","24","","","","","Yes",
"8080","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 2015","Collar, David","-2","Closed","26","24","","","","","",
"8081","BIOL 213","2B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070E","Harwell, Heather; Primka, Edward","3","Open","45","48","","","","","",
"8082","BIOL 213","3A","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070D","Primka, Edward; Harwell, Heather","1","Open","47","48","","","","","",
"8108","BIOL 213L","1A","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1033","Primka, Edward; Burke, Russell; Dillard, Caroline; Williams, Jordan","4","Open","20","24","","","","","Yes",
"8109","BIOL 213L","2B","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1039","Burke, Russell; Dillard, Caroline; Williams, Jordan; Primka, Edward","3","Open","21","24","","","","","Yes",
"8110","BIOL 213L","3A","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1033","Primka, Edward; Burke, Russell; Dillard, Caroline; Williams, Jordan","0","Closed","24","24","","","","","Yes",
"8111","BIOL 213L","4B","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1039","Burke, Russell; Dillard, Caroline; Williams, Jordan; Primka, Edward","0","Closed","24","24","","","","","Yes",
"8112","BIOL 213L","5B","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1039","Burke, Russell; Dillard, Caroline; Williams, Jordan; Primka, Edward","0","Closed","24","24","","","","","Yes",
"8032","BIOL 250","1","Intro to Kinesiology","3","","Lec","MW","1800-1915","FORBES 2070D","Tudor, Kaitlyn","9","Open","39","48","","","","","",
"8033","BIOL 285","1","Fund Human Anatmy &amp; Phys II","3","","Lec","TR","0930-1045","FORBES 2070E","Grau, Harold; Knight, William","16","Open","32","48","","","","","",
"8063","BIOL 285L","1","Fund Human Anatmy &amp; Phys Lb II","1","","Lab","T","1330-1720","FORBES 2056","Murgia, Carla","5","Open","19","24","","","","","",
"8064","BIOL 285L","2","Fund Human Anatmy &amp; Phys Lb II","1","","Lab","R","1830-2150","FORBES 2056","English, Eric","11","Open","13","24","","","","","",
"9076","BIOL 295","1","SPC TP: Tropical Ecology","3","","Lec","MWF","0900-0950","FORBES 2070D","Sherwin, Richard","-17","Closed","17","0","","","","","",
"8034","BIOL 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","-1","Closed","13","12","","","","","",
"8035","BIOL 300","2","Biostats-Statstcl App Life Sci","3","","Lec","TR","0930-1045","FORBES 2090","Tombolato-Terzić, Denise","0","Closed","12","12","","","","","",
"8036","BIOL 301","1","Microbiology","3","","Lec","MW","1800-1915","FORBES 1022","Hardage, Adrianna","-9","Closed","57","48","","","","","",
"8065","BIOL 301L","1","Microbiology Laboratory","1","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","-1","Closed","25","24","","","","","",
"8066","BIOL 301L","2","Microbiology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","1","Open","23","24","","","","","",
"8037","BIOL 313","1","Genetics","3","","Lec","TR","1800-1915","FORBES 1022","Bogenpohl, James","7","Open","88","95","","","","","",
"8039","BIOL 315","2","Human Anatomy/Physiology II","3","","Lec","TR","1100-1215","FORBES 2070E","Grau, Harold","15","Open","33","48","","","","","",
"8067","BIOL 315L","1","Human Anatmy/Physiology II Lab","1","","Lab","R","1330-1720","FORBES 2056","Grau, Harold","19","Open","5","24","","","","","",
"8068","BIOL 315L","2","Human Anatmy/Physiology II Lab","1","","Lab","W","1300-1650","FORBES 2056","Grau, Harold","9","Open","15","24","","","","","",
"8069","BIOL 315L","3","Human Anatmy/Physiology II Lab","1","","Lab","W","1830-2150","FORBES 2056","English, Eric","11","Open","13","24","","","","","",
"8040","BIOL 319","1","Nutrition &amp; Energy Homeostasis","3","","Lec","MWF","0900-0950","FORBES 2070E","Li, Zidong","1","Open","47","48","","","","","",
"9168","BIOL 319","2","Nutrition &amp; Energy Homeostasis","3","","Lec","MWF","1200-1250","LUTR 121","Li, Zidong","-1","Closed","49","48","","","","","",
"8041","BIOL 326","1","Genomics, Proteomics &amp; Bioinfo","3","","Lec","MWF","1000-1050","FORBES 1022","Tombolato-Terzić, Denise","21","Open","27","48","","","","","Yes",
"8042","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2012","Salazar, Anna","-1","Closed","8","7","","","","","",
"9238","BIOL 391","10","WI: Junior Seminar","1","  WI","Lec","F","1300-1350","FORBES 2088","Salazar, Anna","2","Open","5","7","","","","","Yes",
"9239","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","W","1300-1350","FORBES 2088","Salazar, Anna","2","Open","5","7","","","","","Yes",
"8043","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2012","Salazar, Anna","0","Closed","7","7","","","","","",
"8044","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1002","Li, Zidong","-1","Closed","8","7","","","","","",
"8045","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","M","1000-1050","FORBES 1002","Li, Zidong","0","Closed","7","7","","","","","",
"8046","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2012","Salazar, Anna","0","Closed","7","7","","","","","",
"8047","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","F","1000-1050","FORBES 1002","Li, Zidong","0","Closed","7","7","","","","","",
"8083","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2043","Primka, Edward","2","Open","5","7","","","","","Yes",
"8084","BIOL 391","8","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2043","Primka, Edward","1","Open","6","7","","","","","Yes",
"8085","BIOL 391","9","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2043","Primka, Edward","0","Closed","7","7","","","","","Yes",
"9185","BIOL 395","1","SPC TP: Neuroendocrinology","3","","Lec","MWF","0900-0950","FORBES 2070C","Velkey, Andrew","14","Open","5","19","","","","","",
"8086","BIOL 403","1","Marine Biology","3","","Lec","TR","1100-1215","FORBES 2070C","Harwell, Heather","1","Open","35","36","","","","","Yes",
"8087","BIOL 409","1","Comparative Anatomy Vert","4","","Lec","MWF","1200-1250","FORBES 2070C","Collar, David","0","Closed","24","24","","","","","",
"8113","BIOL 409L","1","Comp Anat Vert Lab","0","","Lab","M","1300-1650","FORBES 1039","Collar, David","0","Closed","24","24","","","","","",
"8048","BIOL 412","1","Fndmntl Molecular Biology","4","","Lec","TR","0930-1045","FORBES 1015","Meighan, Christopher","2","Open","22","24","","","","","",
"8070","BIOL 412L","1","Fndmntl Molecular Biology Lab","0","","Lab","M","1300-1650","FORBES 1015","Bogenpohl, James","2","Open","22","24","","","","","",
"8071","BIOL 424L","1","Human Donor Experience II","1 - 2","","Lab","","","ARR ","Murgia, Carla","-8","Closed","8","0","","","","","",
"8088","BIOL 425","1","Ornithology","3","","Lec","MWF","1000-1050","FORBES 2043","Sherwin, Richard","-1","Closed","20","19","","","","","Yes",
"8114","BIOL 425L","1","Ornithology Lab","1","","Lab","W","1300-1650","FORBES 2043","Sherwin, Richard","-1","Closed","20","19","","","","","Yes",
"8049","BIOL 426","1","Human Biomechanics","3","","Lec","MWF","1200-1250","FORBES 2070D","Olmos, Alex","29","Open","19","48","","","","","",
"8073","BIOL 426L","1","Human Biomechanics Lab","1","","Lab","T","1330-1720","FORBES 1055","Olmos, Alex","19","Open","5","24","","","","","",
"8074","BIOL 426L","2","Human Biomechanics Lab","1","","Lab","W","1300-1650","FORBES 1055","Olmos, Alex","10","Open","14","24","","","","","",
"8089","BIOL 430","1","Biogeography","3","","Lec","MWF","1100-1150","FORBES 2051","Meyer, Michael","0","Closed","20","20","","","","","Yes",
"8090","BIOL 435","1","Environmental Appl GIS","4","","Lec","TR","1100-1215","FORBES 2051","Whiting, Gary","4","Open","12","16","","","","","",
"8115","BIOL 435L","1","Environmental Appl of GIS Lab","0","","Lab","T","1330-1720","FORBES 2051","Whiting, Gary","4","Open","12","16","","","","","",
"8091","BIOL 440","1","Herpetology","4","","Lec","TR","0930-1045","FORBES 2043","Lattanzio, Matthew","0","Closed","24","24","","","","","",
"8116","BIOL 440L","1","Herpetology Laboratory","0","","Lab","R","1330-1720","FORBES 2043","Lattanzio, Matthew","0","Closed","24","24","","","","","",
"8050","BIOL 480","1","Molecular &amp; Cell Biol of Aging","3","","Lec","MWF","1000-1050","FORBES 1033","Salazar, Anna","21","Open","3","24","","","","","Yes",
"9199","BIOL 491","10","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 2014","Dorsey, Brittany","0","Closed","7","7","","","","","Yes",
"9237","BIOL 491","11","WI: Senior Seminar","1","  WI","Lec","M","1100-1150","MCM 200B","Salazar, Anna","0","Closed","7","7","","","","","Yes",
"8054","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","W","1100-1150","FORBES 2012","Meighan, Christopher","0","Closed","7","7","","","","","",
"8055","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","R","0800-0850","FORBES 2012","Meighan, Christopher","0","Closed","7","7","","","","","",
"8056","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","T","0800-0850","FORBES 2012","Meighan, Christopher","-1","Closed","8","7","","","","","",
"8092","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2051","Meyer, Michael","0","Closed","7","7","","","","","",
"8093","BIOL 491","8","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2051","Meyer, Michael","1","Open","6","7","","","","","",
"8094","BIOL 491","9","WI: Senior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2051","Meyer, Michael","2","Open","5","7","","","","","",
"9210","BIOL 492","1","IND ST: Red List Assessment","3","","Ind","","","ARR ","Sherwin, Richard","-4","Closed","4","0","","","","","",
"9285","BIOL 492","2","IND ST: Natural Hist Collectio","3","","Ind","","","ARR ","Sherwin, Richard","-1","Closed","1","0","","","","","",
"9321","BIOL 492","3","IND ST: Evol Funct Morphology","2","","Ind","","","ARR ","Collar, David","-1","Closed","1","0","","","","","",
"9344","BIOL 492","4","IND ST: DLC Analy &amp; Behavior","3","","Ind","","","ARR ","Burket, Jessica","-1","Closed","1","0","","","","","",
"9249","BIOL 496","1","PRT: EMT","3","","Pra","","","ARR ","Brown, Gwynne","-1","Closed","1","0","","","","","",
"9297","BIOL 496","2","PRT: Basktbl Athletic Training","3","","Pra","","","ARR ","Carney, Tiffany","-1","Closed","1","0","","","","","",
"9314","BIOL 496","3","PRT: Optometry","3","","Pra","","","ARR ","Carney, Tiffany","-1","Closed","1","0","","","","","",
"9316","BIOL 496","4","PRT: Animal Behavior Monitor","3","","Pra","","","ARR ","Lattanzio, Matthew","-1","Closed","1","0","","","","","",
"9261","BIOL 499","1","IND ST: CNU-VCU Pauley Heart","1","","Ind","W","1200-1250","FORBES 2012","Mitrano, Darlene","-3","Closed","3","0","","","","","",
"9363","BIOL 499","2","IND ST: Schreckstoff &amp; Zebra","2","","Ind","","","ARR ","Velkey, Andrew","-1","Closed","1","0","","","","","",
"8993","BTMG 030","1","Third YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","12","Open","3","15","","","","","",
"8991","BTMG 040","1","Fourth YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","11","Open","4","15","","","","","",
"8994","BUSN 231","1","Applied Business Statistics","3","","Lec","MWF","1200-1250","LUTR 123","Bazzani, Phillip","-12","Closed","42","30","","","","","Yes",
"8998","BUSN 231","2","Applied Business Statistics","3","","Lec","MWF","1100-1150","LUTR 105","Cheney, Lonnie","1","Open","29","30","","","","","",
"9001","BUSN 231","3","Applied Business Statistics","3","","Lec","MWF","1000-1050","LUTR 105","Cheney, Lonnie","2","Open","28","30","","","","","",
"9029","BUSN 231","4","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 105","Sixbey, Shannon","3","Open","27","30","","","","","",
"9030","BUSN 231","5","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 105","Sixbey, Shannon","5","Open","25","30","","","","","",
"9286","BUSN 231","ON1","Applied Business Statistics","3","","Lec","","","ASY ","Shaltayev, Dmitriy","-1","Closed","25","24","","","","","",
"9003","BUSN 251","1","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","-3","Closed","27","24","","","","","",
"9004","BUSN 251","2","Business Law I","3","","Lec","TR","1800-1915","TRIB 208","Edgar, Frank","-4","Closed","28","24","","","","","",
"9008","BUSN 251","3","Business Law I","3","","Lec","MW","1600-1715","LUTR 137","Hansen, Bradley","-2","Closed","26","24","","","","","",
"9009","BUSN 251","4","Business Law I","3","","Lec","MW","1730-1845","LUTR 137","Hansen, Bradley","-4","Closed","28","24","","","","","",
"9014","BUSN 276","1","Software Applications for Busn","3","","Lec","MWF","0800-0850","LUTR 123","Kirac, Emre","-1","Closed","36","35","","","","","Yes",
"9015","BUSN 276","2","Software Applications for Busn","3","","Lec","MWF","0900-0950","LUTR 123","Kirac, Emre","-7","Closed","42","35","","","","","Yes",
"9005","BUSN 300","1","Organizational Behavior","3","","Lec","MWF","1000-1050","TFAC 205","Fournet, Ashley","-6","Closed","30","24","","","","","",
"9006","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","1100-1150","TFAC 205","Fournet, Ashley","-6","Closed","30","24","","","","","",
"9007","BUSN 300","3","Organizational Behavior","3","","Lec","MWF","1200-1250","TFAC 205","Fournet, Ashley","-6","Closed","30","24","","","","","",
"8996","BUSN 303","2","Fundamentals of Business","3","","Lec","MWF","1400-1450","LUTR 269","Bazzani, Phillip","-1","Closed","31","30","","","","","Yes",
"9010","BUSN 304","1","Operations Management","3","","Lec","TR","0930-1045","LUTR 123","Hasbrouck, Robert","-7","Closed","42","35","","","","","",
"9011","BUSN 304","2","Operations Management","3","","Lec","TR","1100-1215","LUTR 123","Hasbrouck, Robert","-6","Closed","41","35","","","","","",
"8999","BUSN 305","1","Introduction to Data Analytics","3","","Lec","MWF","1300-1350","LUTR 123","Cheney, Lonnie","-4","Closed","34","30","","","","","",
"9000","BUSN 305","2","Introduction to Data Analytics","3","","Lec","MWF","1400-1450","LUTR 123","Cheney, Lonnie","-4","Closed","24","20","","","","","",
"9027","BUSN 305","3","Introduction to Data Analytics","3","","Lec","MWF","1300-1350","LUTR 105","Shaltayev, Dmitriy","0","Closed","30","30","","","","","",
"9028","BUSN 305","4","Introduction to Data Analytics","3","","Lec","MWF","1400-1450","LUTR 105","Shaltayev, Dmitriy","20","Open","10","30","","","","","",
"9022","BUSN 311","2","Marketing Management","3","","Lec","MWF","0900-0950","FORBES 2074","Perry, George","-9","Closed","33","24","","","","","",
"9179","BUSN 311","4","Marketing Management","3","","Lec","MWF","1000-1050","FORBES 2074","Perry, George","-14","Closed","38","24","","","","","",
"8997","BUSN 323","1","Corporate Finance","3","","Lec","MWF","1000-1050","LUTR 123","Bazzani, Phillip","-10","Closed","34","24","","","","","",
"9281","BUSN 323","4","Corporate Finance","3","","Lec","MW","1730-1845","LUTR 105","Triola, Matthew","10","Open","18","28","","","","","",
"9282","BUSN 323","5","Corporate Finance","3","","Lec","MW","1600-1715","LUTR 109","Triola, Matthew","0","Closed","28","28","","","","","",
"9016","BUSN 418","1","Strategic Management","3","","Lec","MWF","1100-1150","FORBES 2070C","Manspile, Randal","-5","Closed","25","20","","","","","",
"9017","BUSN 418","2","Strategic Management","3","","Lec","MWF","1300-1350","FORBES 2070D","Manspile, Randal","-5","Closed","25","20","","","","","",
"9023","BUSN 418","3","Strategic Management","3","","Lec","MWF","1200-1250","LUTR 264","Perry, George","2","Open","18","20","","","","","",
"9002","BUSN 442","1","Luter Business Inst - Biotech","3","","Lec","TR","1100-1215","TRIB 1210","Donaldson, William","-5","Closed","5","0","","","","","",
"9021","BUSN 448","2","Enterprise Management","3","","Lec","MWF","1300-1350","FORBES 2074","Perry, George","4","Open","20","24","","","","","",
"9178","BUSN 448","3","Enterprise Management","3","","Lec","MWF","1500-1550","FORBES 2070D","Manspile, Randal","10","Open","14","24","","","","","",
"9013","BUSN 491","1","Brout Seminar","3","","Lec","TR","0930-1045","MCM 216","Kim, Shinhye","11","Open","13","24","","","","","",
