CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"3011","CHEM 242L","1","General Chemistry II Lab","1","  AINW","Lab","MTWRF","1230-1620","FORBES 3009","Shima, Sumie","10","Open","2","12","","","","","",
"3012","COLL 277","1","Internship: Course for Career","1 - 3","","Pra","","","ARR ","McDowell, Erica","-3","Closed","3","0","","","","","",
"3055","COMM 232","ON1","Digital Media Production","3","  AICE","Lec","","","ASY ","Stern, Danielle","3","Open","9","12","","","","","",
"3014","COMM 322","ON1","Critical Social Media","3","","Lec","","","ASY ","Cummings, Kelsey","-1","Closed","13","12","","","","","",
"3048","CPSC 110","ON1","Introduction to Computing","3","  LLFR","Lec","","","ASY ","Davis, Kimberly","1","Open","23","24","","","","","",
"3049","CPSC 215","ON1","Software Pkgs-Busn Applcations","3","","Lec","","","ASY ","Davis, Kimberly","2","Open","22","24","","","","","",
"3056","CPSC 250","1","Progrmng for Data Manipulation","3","","Lec","MTWRF","0900-1130","LUTR 236","Brash, Edward","9","Open","6","15","","","","","",
"3057","CPSC 250L","1","Prog for Data Manipulation Lab","1","","Lab","MTWRF","1300-1445","LUTR 236","Brash, Edward","11","Open","4","15","","","","","",
"3015","ECON 201","ON1","Principles of Macroeconomics","3","  LLFE","Lec","","","ASY ","Taylor, Travis","-2","Closed","21","19","","","","","",
"3016","ENGL 123","ON1","First-Year Writing Seminar","3","  LLFW","Lec","","","ASY ","Carney, Jason","6","Open","13","19","","","","","",
"3018","ENGL 223","ON1","Second-Year Writing Seminar","3","  LLFW","Lec","","","ASY ","Stewart, Nathan","2","Open","17","19","","","","","",
"3019","ENGL 353","ON1","WI: Writing for the Profession","3","  WI","Lec","","","ASY ","Emmelhainz, Nicole","2","Open","17","19","","","","","",
"3017","ENGL 501","1","Teaching Literature","3","","Lec","MTWRF","1230-1500","MCM 257","Filetti, Jean","16","Open","3","19","","","","","",
"3021","ENVS 520","ON1","Community Ecology","3","","Lec","","","ASY ","Lattanzio, Matthew","3","Open","12","15","","","","","",
"3020","ENVS 699","1","Thesis Research","1 - 6","","Ind","","","ARR ","Lattanzio, Matthew","14","Open","1","15","","","","","",
"3060","FINC 428","ON1","WI:Financial Policy &amp; Strategy","3","  WI","Lec","","","ASY ","Donaldson, William","10","Open","5","15","","","","","",
"3062","FNAR 491","1","PRT: Ceramist Assistant","3","","Pra","","","ARR ","Harris, Christi","-1","Closed","1","0","","","","","",
"3052","FNAR 535","2","Integrating the Visual Arts","3","","Lec","","","ARR ","Sears, Rhiannen","0","Closed","1","1","","","","","",
"3023","GEOG 210","ON1","Intro to Human Geography","3","","Lec","","","ASY ","Chapman, Thomas","0","Closed","12","12","","","","","",
"3024","GEOG 570","1","World Geography for Teachers","3","","Lec","MTWRF","0900-1130","LUTR 167","Hall, Marian","9","Open","3","12","","","","","",
"3050","HEAL 205","ON1","Introduction to Global Health","3","","Lec","","","ASY ","Camaioni, Molly","0","Closed","14","14","","","","","",
"3025","HIST 491","ON1","Practicum","3","","Int","","","ASY ","Shuck-Hall, Sheri","7","Open","3","10","","","","","",
"3063","HIST 499","1","IND ST: Museum Curation","3","","Ind","","","ARR ","Shuck-Hall, Sheri","-1","Closed","1","0","","","","","",
"3027","MATH 120","ON1","The Saga of Mathematics","3","  LLFM","Lec","","","ASY ","Lenhart, Sara","0","Closed","25","25","","","","","",
"3026","MATH 125","ON1","Elementary Statistics","3","  LLFM","Lec","","","ASY ","Carpenter, Ryan","0","Closed","25","25","","","","","",
"3064","MATH 125","ON2","Elementary Statistics","3","  LLFM","Lec","","","ASY ","Carpenter, Ryan","0","Closed","25","25","","","","","",
"3028","NSCI 570","1","Teaching STEM","3","","Lab","MTWRF","0900-1130","FORBES 2014","Webb, Lisa","0","Closed","1","1","","","","","",
"3029","PCSE 699","1","Thesis Research","1 - 9","","Ind","","","ARR ","Monaghan, Peter","16","Open","9","25","","","","","",
"3030","PHIL 207","ON1","Ethical Issues in Business","3","  LLFR","Lec","","","ASY ","Tweedt, Christopher","0","Closed","18","18","","","","","",
"3031","PHYS 151","ON1","College Physics I","3","  AINW","Lec","","","ASY ","Cole, Leon","-4","Closed","19","15","","","","","",
"3032","PHYS 151L","ON1","College Physics I Laboratory","1","  AINW","Lab","","","ASY ","Cole, Leon","-2","Closed","17","15","","","","","",
"3053","POLS 215","ON1","Comprtv &amp; Intnl Politics","3","  AIGM","Lec","","","ASY ","Turner, Joshua","3","Open","21","24","","","","","",
"3033","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","MTWRF","1000-1230","FORBES 2090","Dow, Gayle","11","Open","5","16","","","","","",
"3034","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MTWRF","1245-1515","FORBES 2090","Dow, Gayle","11","Open","5","16","","","","","",
"3035","PSYC 315","ON1","Psychopathology","3","","Lec","MTWRF","1000-1230","SYN ","Riggins, Earl","10","Open","6","16","","","","","",
"3037","PSYC 490","ON1","WI: Senior Seminar in Psych","3","  WI","Lec","MTWRF","1245-1515","SYN ","Hart, Jason","9","Open","7","16","","","","","",
"3038","PSYC 535","1","Exceptional Learner","3","","Lec","MTWRF","1930-2200","FORBES 2070C","Sulzberger, Robert","15","Open","1","16","","","","","",
"3039","SOCL 205","ON1","Sociological Foundations","3","  AIWT","Lec","","","ASY ","Keener, Steven","-3","Closed","15","12","","","","","",
"3040","SOCL 501","ON1","Multicultural Diversity &amp; Educ","3","","Lec","","","ASY ","Devereaux, Taylor","0","Closed","12","12","","","","","",
"3041","TCHG 516","1","Curriculum and Instruction I","2","","Lec","MTWR","1600-1750","MCM 160","Connell, Cynthia","4","Open","8","12","","","","","",
"3042","TCHG 516","2","Curriculum and Instruction I","2","","Lec","MTWR","1330-1520","MCM 207","Ward, Karyn","1","Open","12","13","","","","","",
