academic_unit_id,department_name,faculty,academic_term,term_label,academic_year,sch,sections,enrollment,distinct_instructors
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2022_spring,Spring 2022,2021-22,3722.0,127,1893,27
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2022_may,Maymester 2022,2021-22,36.0,3,18,3
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2022_summer_1,Summer I 2022,2021-22,280.0,9,116,6
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2022_extended_summer,Extended Summer 2022,2021-22,22.0,1,11,1
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2022_summer_2,Summer II 2022,2021-22,38.0,3,14,3
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2022_fall,Fall 2022,2022-23,4133.0,119,2069,26
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_spring,Spring 2023,2022-23,3941.0,124,1889,25
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_may,Maymester 2023,2022-23,25.0,2,13,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_summer_1,Summer I 2023,2022-23,352.0,7,126,5
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_extended_summer,Extended Summer 2023,2022-23,0,0,0,0
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_summer_2,Summer II 2023,2022-23,48.0,2,16,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2023_fall,Fall 2023,2023-24,3569.0,118,1848,25
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_spring,Spring 2024,2023-24,4471.0,127,2105,27
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_may,Maymester 2024,2023-24,24.0,2,12,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_summer_1,Summer I 2024,2023-24,280.0,7,102,5
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_extended_summer,Extended Summer 2024,2023-24,60.0,3,25,3
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_summer_2,Summer II 2024,2023-24,56.0,3,20,3
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2024_fall,Fall 2024,2024-25,4732.0,125,2331,27
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_spring,Spring 2025,2024-25,4571.0,126,2206,27
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_may,Maymester 2025,2024-25,29.0,3,13,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_summer_1,Summer I 2025,2024-25,460.0,8,164,5
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_extended_summer,Extended Summer 2025,2024-25,67.0,4,27,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_summer_2,Summer II 2025,2024-25,97.0,2,33,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2025_fall,Fall 2025,2025-26,5094.0,121,2373,30
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_spring,Spring 2026,2025-26,5450.0,135,2445,32
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_may,Maymester 2026,2025-26,39.0,3,25,2
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_summer_1,Summer I 2026,2025-26,382.0,8,132,5
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_extended_summer,Extended Summer 2026,2025-26,22.0,1,11,1
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_summer_2,Summer II 2026,2025-26,64.0,4,29,4
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2026_fall,Fall 2026,2026-27,5196.0,114,2440,27
academic_unit:department_biology_chemistry_environmental_science,"Department of Biology, Chemistry, and Environmental Science",36,2027_spring,Spring 2027,2026-27,0.0,95,0,27
academic_unit:department_communication_studies,Department of Communication Studies,13,2020_fall,Fall 2020,2020-21,1299.0,22,433,8
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_spring,Spring 2021,2020-21,1552.0,22,518,8
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_may,Maymester 2021,2020-21,54.0,2,18,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_summer_1,Summer I 2021,2020-21,45.0,2,15,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_summer_2,Summer II 2021,2020-21,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2021_fall,Fall 2021,2021-22,1244.0,24,416,9
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_spring,Spring 2022,2021-22,1494.0,24,498,9
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_may,Maymester 2022,2021-22,39.0,1,13,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_summer_1,Summer I 2022,2021-22,36.0,1,12,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_extended_summer,Extended Summer 2022,2021-22,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_summer_2,Summer II 2022,2021-22,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2022_fall,Fall 2022,2022-23,1474.0,24,492,9
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_spring,Spring 2023,2022-23,1392.0,23,464,9
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_may,Maymester 2023,2022-23,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_summer_1,Summer I 2023,2022-23,69.0,2,23,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_extended_summer,Extended Summer 2023,2022-23,34.0,2,16,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_summer_2,Summer II 2023,2022-23,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2023_fall,Fall 2023,2023-24,1998.0,30,674,11
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_spring,Spring 2024,2023-24,1983.0,30,669,10
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_may,Maymester 2024,2023-24,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_summer_1,Summer I 2024,2023-24,93.0,3,31,3
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_extended_summer,Extended Summer 2024,2023-24,35.0,2,17,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_summer_2,Summer II 2024,2023-24,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2024_fall,Fall 2024,2024-25,1881.0,31,633,11
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_spring,Spring 2025,2024-25,1835.0,34,629,11
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_may,Maymester 2025,2024-25,76.0,3,26,3
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_summer_1,Summer I 2025,2024-25,66.0,2,22,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_extended_summer,Extended Summer 2025,2024-25,30.0,2,16,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_summer_2,Summer II 2025,2024-25,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2025_fall,Fall 2025,2025-26,1577.0,29,533,10
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_spring,Spring 2026,2025-26,1851.0,32,621,10
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_may,Maymester 2026,2025-26,27.0,1,9,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_summer_1,Summer I 2026,2025-26,66.0,2,22,2
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_extended_summer,Extended Summer 2026,2025-26,51.0,1,17,1
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_summer_2,Summer II 2026,2025-26,0,0,0,0
academic_unit:department_communication_studies,Department of Communication Studies,13,2026_fall,Fall 2026,2026-27,1720.0,36,578,10
academic_unit:department_communication_studies,Department of Communication Studies,13,2027_spring,Spring 2027,2026-27,0.0,33,0,9
academic_unit:department_economics,Department of Economics,9,2020_fall,Fall 2020,2020-21,1615.0,17,539,7
academic_unit:department_economics,Department of Economics,9,2021_spring,Spring 2021,2020-21,1238.0,15,414,6
academic_unit:department_economics,Department of Economics,9,2021_may,Maymester 2021,2020-21,135.0,3,45,2
academic_unit:department_economics,Department of Economics,9,2021_summer_1,Summer I 2021,2020-21,39.0,1,13,1
academic_unit:department_economics,Department of Economics,9,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2021_summer_2,Summer II 2021,2020-21,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2021_fall,Fall 2021,2021-22,1647.0,18,549,7
academic_unit:department_economics,Department of Economics,9,2022_spring,Spring 2022,2021-22,1236.0,16,412,7
academic_unit:department_economics,Department of Economics,9,2022_may,Maymester 2022,2021-22,159.0,3,53,3
academic_unit:department_economics,Department of Economics,9,2022_summer_1,Summer I 2022,2021-22,48.0,1,16,1
academic_unit:department_economics,Department of Economics,9,2022_extended_summer,Extended Summer 2022,2021-22,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2022_summer_2,Summer II 2022,2021-22,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2022_fall,Fall 2022,2022-23,1593.0,16,531,6
academic_unit:department_economics,Department of Economics,9,2023_spring,Spring 2023,2022-23,1620.0,18,540,7
academic_unit:department_economics,Department of Economics,9,2023_may,Maymester 2023,2022-23,174.0,3,58,3
academic_unit:department_economics,Department of Economics,9,2023_summer_1,Summer I 2023,2022-23,60.0,1,20,1
academic_unit:department_economics,Department of Economics,9,2023_extended_summer,Extended Summer 2023,2022-23,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2023_summer_2,Summer II 2023,2022-23,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2023_fall,Fall 2023,2023-24,2227.0,22,743,8
academic_unit:department_economics,Department of Economics,9,2024_spring,Spring 2024,2023-24,1939.0,26,647,8
academic_unit:department_economics,Department of Economics,9,2024_may,Maymester 2024,2023-24,129.0,2,43,2
academic_unit:department_economics,Department of Economics,9,2024_summer_1,Summer I 2024,2023-24,48.0,1,16,1
academic_unit:department_economics,Department of Economics,9,2024_extended_summer,Extended Summer 2024,2023-24,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2024_summer_2,Summer II 2024,2023-24,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2024_fall,Fall 2024,2024-25,1836.0,19,612,7
academic_unit:department_economics,Department of Economics,9,2025_spring,Spring 2025,2024-25,1812.0,22,604,8
academic_unit:department_economics,Department of Economics,9,2025_may,Maymester 2025,2024-25,210.0,3,70,3
academic_unit:department_economics,Department of Economics,9,2025_summer_1,Summer I 2025,2024-25,153.0,2,51,2
academic_unit:department_economics,Department of Economics,9,2025_extended_summer,Extended Summer 2025,2024-25,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2025_summer_2,Summer II 2025,2024-25,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2025_fall,Fall 2025,2025-26,2020.0,21,674,8
academic_unit:department_economics,Department of Economics,9,2026_spring,Spring 2026,2025-26,1794.0,28,598,9
academic_unit:department_economics,Department of Economics,9,2026_may,Maymester 2026,2025-26,174.0,3,58,3
academic_unit:department_economics,Department of Economics,9,2026_summer_1,Summer I 2026,2025-26,63.0,1,21,1
academic_unit:department_economics,Department of Economics,9,2026_extended_summer,Extended Summer 2026,2025-26,51.0,2,17,1
academic_unit:department_economics,Department of Economics,9,2026_summer_2,Summer II 2026,2025-26,0,0,0,0
academic_unit:department_economics,Department of Economics,9,2026_fall,Fall 2026,2026-27,2022.0,25,674,8
academic_unit:department_economics,Department of Economics,9,2027_spring,Spring 2027,2026-27,0.0,21,0,7
academic_unit:department_english,Department of English,21,2020_fall,Fall 2020,2020-21,3024.0,76,1635,18
academic_unit:department_english,Department of English,21,2021_spring,Spring 2021,2020-21,2834.0,76,1639,18
academic_unit:department_english,Department of English,21,2021_may,Maymester 2021,2020-21,210.0,6,70,6
academic_unit:department_english,Department of English,21,2021_summer_1,Summer I 2021,2020-21,43.0,3,15,2
academic_unit:department_english,Department of English,21,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_english,Department of English,21,2021_summer_2,Summer II 2021,2020-21,30.0,1,15,1
academic_unit:department_english,Department of English,21,2021_fall,Fall 2021,2021-22,2767.0,71,1481,19
academic_unit:department_english,Department of English,21,2022_spring,Spring 2022,2021-22,2636.0,73,1492,18
academic_unit:department_english,Department of English,21,2022_may,Maymester 2022,2021-22,243.0,6,82,6
academic_unit:department_english,Department of English,21,2022_summer_1,Summer I 2022,2021-22,6.0,1,2,1
academic_unit:department_english,Department of English,21,2022_extended_summer,Extended Summer 2022,2021-22,0,0,0,0
academic_unit:department_english,Department of English,21,2022_summer_2,Summer II 2022,2021-22,0,0,0,0
academic_unit:department_english,Department of English,21,2022_fall,Fall 2022,2022-23,2934.0,75,1590,19
academic_unit:department_english,Department of English,21,2023_spring,Spring 2023,2022-23,2764.0,74,1455,17
academic_unit:department_english,Department of English,21,2023_may,Maymester 2023,2022-23,264.0,6,88,6
academic_unit:department_english,Department of English,21,2023_summer_1,Summer I 2023,2022-23,48.0,2,16,2
academic_unit:department_english,Department of English,21,2023_extended_summer,Extended Summer 2023,2022-23,29.0,3,13,2
academic_unit:department_english,Department of English,21,2023_summer_2,Summer II 2023,2022-23,18.0,1,9,1
academic_unit:department_english,Department of English,21,2023_fall,Fall 2023,2023-24,2546.0,69,1430,18
academic_unit:department_english,Department of English,21,2024_spring,Spring 2024,2023-24,3042.0,73,1496,18
academic_unit:department_english,Department of English,21,2024_may,Maymester 2024,2023-24,210.0,6,70,6
academic_unit:department_english,Department of English,21,2024_summer_1,Summer I 2024,2023-24,117.0,3,39,3
academic_unit:department_english,Department of English,21,2024_extended_summer,Extended Summer 2024,2023-24,0,0,0,0
academic_unit:department_english,Department of English,21,2024_summer_2,Summer II 2024,2023-24,14.0,1,7,1
academic_unit:department_english,Department of English,21,2024_fall,Fall 2024,2024-25,3144.0,72,1572,18
academic_unit:department_english,Department of English,21,2025_spring,Spring 2025,2024-25,3054.0,82,1489,19
academic_unit:department_english,Department of English,21,2025_may,Maymester 2025,2024-25,195.0,5,65,5
academic_unit:department_english,Department of English,21,2025_summer_1,Summer I 2025,2024-25,69.0,2,23,2
academic_unit:department_english,Department of English,21,2025_extended_summer,Extended Summer 2025,2024-25,60.0,4,22,2
academic_unit:department_english,Department of English,21,2025_summer_2,Summer II 2025,2024-25,28.0,1,14,1
academic_unit:department_english,Department of English,21,2025_fall,Fall 2025,2025-26,3104.0,74,1588,20
academic_unit:department_english,Department of English,21,2026_spring,Spring 2026,2025-26,3170.0,80,1510,21
academic_unit:department_english,Department of English,21,2026_may,Maymester 2026,2025-26,187.0,6,63,5
academic_unit:department_english,Department of English,21,2026_summer_1,Summer I 2026,2025-26,99.0,3,33,3
academic_unit:department_english,Department of English,21,2026_extended_summer,Extended Summer 2026,2025-26,9.0,2,5,1
academic_unit:department_english,Department of English,21,2026_summer_2,Summer II 2026,2025-26,16.0,1,8,1
academic_unit:department_english,Department of English,21,2026_fall,Fall 2026,2026-27,3448.0,79,1559,18
academic_unit:department_english,Department of English,21,2027_spring,Spring 2027,2026-27,0.0,76,0,19
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2020_fall,Fall 2020,2020-21,853.0,13,285,4
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_spring,Spring 2021,2020-21,866.0,18,290,5
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_may,Maymester 2021,2020-21,24.0,1,8,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_summer_1,Summer I 2021,2020-21,51.0,1,17,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_summer_2,Summer II 2021,2020-21,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2021_fall,Fall 2021,2021-22,1167.0,17,389,6
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_spring,Spring 2022,2021-22,779.0,20,261,6
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_may,Maymester 2022,2021-22,63.0,2,21,2
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_summer_1,Summer I 2022,2021-22,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_extended_summer,Extended Summer 2022,2021-22,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_summer_2,Summer II 2022,2021-22,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2022_fall,Fall 2022,2022-23,705.0,13,237,4
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_spring,Spring 2023,2022-23,1013.0,23,351,6
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_may,Maymester 2023,2022-23,27.0,1,9,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_summer_1,Summer I 2023,2022-23,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_extended_summer,Extended Summer 2023,2022-23,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_summer_2,Summer II 2023,2022-23,3.0,1,1,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2023_fall,Fall 2023,2023-24,1140.0,18,380,6
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_spring,Spring 2024,2023-24,972.0,21,326,5
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_may,Maymester 2024,2023-24,39.0,2,13,2
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_summer_1,Summer I 2024,2023-24,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_extended_summer,Extended Summer 2024,2023-24,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_summer_2,Summer II 2024,2023-24,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2024_fall,Fall 2024,2024-25,857.0,20,289,5
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_spring,Spring 2025,2024-25,1083.0,23,371,6
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_may,Maymester 2025,2024-25,21.0,2,7,2
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_summer_1,Summer I 2025,2024-25,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_extended_summer,Extended Summer 2025,2024-25,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_summer_2,Summer II 2025,2024-25,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2025_fall,Fall 2025,2025-26,1134.0,19,380,6
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_spring,Spring 2026,2025-26,1118.0,23,376,6
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_may,Maymester 2026,2025-26,15.0,1,5,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_summer_1,Summer I 2026,2025-26,1.0,1,1,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_extended_summer,Extended Summer 2026,2025-26,12.0,1,4,1
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_summer_2,Summer II 2026,2025-26,0,0,0,0
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2026_fall,Fall 2026,2026-27,1261.0,17,421,6
academic_unit:department_fine_art_art_history,Department of Fine Arts and Art History,7,2027_spring,Spring 2027,2026-27,0.0,19,0,5
academic_unit:department_history,Department of History,16,2020_fall,Fall 2020,2020-21,1629.0,26,543,9
academic_unit:department_history,Department of History,16,2021_spring,Spring 2021,2020-21,1520.0,31,502,9
academic_unit:department_history,Department of History,16,2021_may,Maymester 2021,2020-21,0,0,0,0
academic_unit:department_history,Department of History,16,2021_summer_1,Summer I 2021,2020-21,25.0,2,9,2
academic_unit:department_history,Department of History,16,2021_extended_summer,Extended Summer 2021,2020-21,0,0,0,0
academic_unit:department_history,Department of History,16,2021_summer_2,Summer II 2021,2020-21,0,0,0,0
academic_unit:department_history,Department of History,16,2021_fall,Fall 2021,2021-22,1759.0,36,589,11
academic_unit:department_history,Department of History,16,2022_spring,Spring 2022,2021-22,1716.0,34,565,11
academic_unit:department_history,Department of History,16,2022_may,Maymester 2022,2021-22,0,0,0,0
academic_unit:department_history,Department of History,16,2022_summer_1,Summer I 2022,2021-22,30.0,1,10,1
academic_unit:department_history,Department of History,16,2022_extended_summer,Extended Summer 2022,2021-22,69.0,2,23,2
academic_unit:department_history,Department of History,16,2022_summer_2,Summer II 2022,2021-22,2.0,2,2,2
academic_unit:department_history,Department of History,16,2022_fall,Fall 2022,2022-23,1563.0,32,523,11
